Fwy Name	District	County	City	Abs PM	Length	station_id	Name	Type	Sensor Type	HOV	Road Width	Lane Width	Inner Shoulder Width	Outer Shoulder Width	Design Speed Limit	Inner Median Type	Inner Median Width	Terrain	Population	Barrier	Surface	Roadway Use	Lat	Lng	Direction	Fwy
I10-W	8	Riverside		138.29	0.094	827561	Jefferson St(L)	Mainline		No	36 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	43 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.749733	-116.269128	W	10
I10-W	8	Riverside		138.358		827608	Jefferson St(L)	Off Ramp		No	36 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	43 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.74932	-116.268056	W	10
I10-W	8	Riverside		138.358	1.115	827577	Jefferson St(L)	Mainline		No	36 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	43 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.74932	-116.268056	W	10
I10-W	8	Riverside	Indio	140.52	2.146	823012	Monroe St	Mainline		No	36 ft	12.0 ft	5 ft	13 ft	70 mph	Separate Structure	70 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.739634	-116.234541	W	10
I10-W	8	Riverside	Indio	142.65	2.1	820847	GOLF CENTER DR	Mainline		No	36 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	70 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.727328	-116.202862	W	10
I10-W	8	Riverside	Indio	142.65		820848	GOLF CENTER DR	On Ramp		No	36 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	70 ft	Flat	Rural	No Barriers	Concrete	No Special Features	33.727328	-116.202862	W	10
I10-W	8	Riverside	Coachella	144.72	3.535	826277	Dillon Road	Mainline		No	24 ft	12.0 ft	8 ft	13 ft	70 mph	Unpaved	72 ft	Flat	Urbanized	Bridge barrier Railing	Concrete	No Special Features	33.715234	-116.172477	W	10
I10-W	8	Riverside		149.803	5.0	826281	Smokey Gulsh	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.700205	-116.087711	W	10
I10-W	8	Riverside		155.303	5.0	828424	W/O Cactus rest Area	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.679881	-115.996703	W	10
I10-W	8	Riverside		163.603	5.0	828428	Buried Moutain Wash	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.663415	-115.854879	W	10
I10-W	8	Riverside		177.803	5.0	822705	W/O Krume Ditch	Mainline		No	24 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.671741	-115.609641	W	10
I10-W	8	Riverside		185.503	5.0	822726	Adiar Ditch	Mainline		No	24 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.696475	-115.479671	W	10
I10-W	8	Riverside		201.903	5.0	822769	Tarantula Ditch	Mainline		No	24 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	99 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.670816	-115.204213	W	10
SR12-E	4	Napa		33.272	0.612	406788	Kelly Rd	Mainline	loops	No	11 ft	11.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.222236	-122.250404	E	12
SR12-E	4	Napa		33.752	0.695	406789	2500' W of Kirkland Ranch Rd	Mainline	loops	No	11 ft	11.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.221321	-122.24176	E	12
SR12-E	4	Napa		34.662	0.74	406790	oppo 1200' W of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	38.217324	-122.226189	E	12
SR12-E	4	Napa		35.232	0.545	406791	1200' E of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	38.214351	-122.217515	E	12
SR12-E	4	Napa		35.752	0.708	406792	3800' E of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.212014	-122.210112	E	12
SR12-E	4	Solano		36.426	0.546	421688	E of Napa/Sol county line	Mainline	loops	No	13 ft	13.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.208856	-122.19956	E	12
SR12-E	4	Solano		37.066	0.435	409478	Spurs Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Paved - Roadway Use	11 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.208414	-122.186859	E	12
SR12-E	4	Solano		37.296	0.22	409479	500' E of Miners Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	0 ft	60 mph	Paved - Roadway Use	11 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.207555	-122.182448	E	12
SR12-E	4	Solano		37.506	0.415	409480	1/4 mi E of Miners Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	0 ft	60 mph	Paved - Roadway Use	11 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.206534	-122.178479	E	12
SR12-E	4	Solano		38.126	0.545	409481	1/2 mi W of Red Top Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Paved - Roadway Use	12 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.207685	-122.166415	E	12
SR12-E	4	Solano		38.596	2.735	420469	Red Top Rd/Rte 4	Mainline	loops	No	24 ft	12.0 ft	0 ft	13 ft	60 mph	Paved - No Roadway Use	12 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.207657	-122.157066	E	12
SR12-E	3	Sacramento		63.982	0.56	3010011	12EB at Rio Vista Bridge	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.156655	-121.679417	E	12
SR12-E	3	Sacramento		64.337	2.677	3413051	12EB JCT 12 and 160	Mainline		No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.153976	-121.673735	E	12
SR12-E	10	Sacramento		67.202	2.526	1078910	W/O Jackson Slough Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.140121	-121.624316	E	12
SR12-E	10	Sacramento		67.254	0.985	1079110	E/O Jackson Slough Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.139866	-121.62342	E	12
SR12-E	10	Sacramento		69.171	0.985	1079310	W/O Terminous Rd	Mainline		No	13 ft	13.0 ft	0 ft	0 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.130409	-121.590456	E	12
SR12-E	10	Sacramento		69.226	0.098	1079510	E/O Terminous Rd	Mainline		No	13 ft	13.0 ft	0 ft	0 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.130038	-121.589566	E	12
SR12-E	10	Sacramento		69.368	0.113	1079710	W/O Brannon Island Rd	Mainline		No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.129053	-121.587286	E	12
SR12-E	10	Sacramento		69.453	0.389	1079910	E/O Brannon Island Rd	Mainline		No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.128458	-121.585923	E	12
SR12-E	10	San Joaquin		75.098	2.55	1080010	W/O Tower Park Way	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115377	-121.487034	E	12
SR12-E	10	San Joaquin		75.197	1.732	1080210	E/O Tower Park Way	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115384	-121.485219	E	12
SR12-E	10	San Joaquin		78.563	1.722	1080510	W/O Guard Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116027	-121.423523	E	12
SR12-E	10	San Joaquin		78.641	0.405	1080710	E/O Guard Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116029	-121.422087	E	12
SR12-E	10	San Joaquin		79.372	0.628	1077810	W/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116062	-121.408578	E	12
SR12-E	10	San Joaquin		79.897	0.339	1080810	W/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115897	-121.398898	E	12
SR12-E	10	San Joaquin		80.022		1085710	Off to SB I-5	Off Ramp		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115898	-121.39659	E	12
SR12-E	10	San Joaquin		80.051	0.283	1081110	E/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115895	-121.396055	E	12
SR12-E	10	San Joaquin		80.462	0.551	1077510	W/O Flag City Blvd	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116139	-121.388574	E	12
SR12-E	10	San Joaquin		81.153	2.845	10110910	W/O Ray Rd	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116104	-121.375985	E	12
SR12-E	10	Calaveras		103.545	2.5	10125610	W/O Burson Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.183456	-120.890473	E	12
SR12-E	10	Calaveras		103.545	2.5	10125710	E/O Burson Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.183456	-120.890473	E	12
SR12-W	4	Napa		33.272	0.612	406793	Kelly Rd	Mainline	loops	No	11 ft	11.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.222234	-122.250388	W	12
SR12-W	4	Napa		33.752	0.7	406794	oppo 2500' W of Kirkland Ranch	Mainline	loops	No	11 ft	11.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.221322	-122.241749	W	12
SR12-W	4	Napa		34.672	0.74	406795	1200' W of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	38.217263	-122.226022	W	12
SR12-W	4	Napa		35.232	0.54	406796	1200' E of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	Concrete	No Special Features	38.214352	-122.217516	W	12
SR12-W	4	Napa		35.752	0.708	407239	3800' E of Lynch Rd	Mainline	loops	No	10 ft	10.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.212014	-122.210113	W	12
SR12-W	4	Solano		36.426	0.546	421689	oppo E of Napa/Sol county line	Mainline	loops	No	13 ft	13.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.208856	-122.19956	W	12
SR12-W	4	Solano		37.066	0.435	409482	Spurs Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Paved - Roadway Use	11 ft	Rolling	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.208414	-122.186859	W	12
SR12-W	4	Solano		37.296	0.22	409483	500' E of Miners Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	0 ft	60 mph	Paved - Roadway Use	11 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.207555	-122.182448	W	12
SR12-W	4	Solano		37.506	0.415	409484	1/4 mi E of Miners Trail Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	0 ft	60 mph	Paved - Roadway Use	11 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.206534	-122.178479	W	12
SR12-W	4	Solano		38.126	0.545	409485	1/2 mi W of Red Top Rd	Mainline	loops	No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Paved - Roadway Use	12 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.207685	-122.166415	W	12
SR12-W	4	Solano		38.596	2.735	409486	oppo Red Top Rd/Rte 4	Mainline	loops	No	24 ft	12.0 ft	0 ft	13 ft	60 mph	Paved - No Roadway Use	12 ft	Flat	Urban	No Barriers	"Base & Surface >= 7"" Thick"		38.207657	-122.157066	W	12
SR12-W	4	Solano		38.946		420973	Green Valley Rd on	On Ramp	loops	No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Urban	No Barriers	Concrete		38.223607	-122.122327	W	12
SR12-W	3	Sacramento		63.983	0.562	3010012	12WB at Rio Vista Bridge	Mainline		No	11 ft	11.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.156655	-121.679418	W	12
SR12-W	3	Sacramento		64.341	2.679	3413054	12WB JCT 12 and 160	Mainline		No	12 ft	12.0 ft	0 ft	6 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	Lane Transitions	38.153957	-121.673686	W	12
SR12-W	10	Sacramento		67.202	2.526	1078810	W/O Jackson Slough Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.140123	-121.624323	W	12
SR12-W	10	Sacramento		67.254	0.985	1079010	E/O Jackson Slough Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.139868	-121.623427	W	12
SR12-W	10	Sacramento		69.171	0.985	1079210	W/O Terminous Rd	Mainline		No	13 ft	13.0 ft	0 ft	0 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.130409	-121.590456	W	12
SR12-W	10	Sacramento		69.226	0.098	1079410	E/O Terminous Rd	Mainline		No	13 ft	13.0 ft	0 ft	0 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.130038	-121.589566	W	12
SR12-W	10	Sacramento		69.368	0.113	1079610	W/O Brannon Island Rd	Mainline		No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.129053	-121.587286	W	12
SR12-W	10	Sacramento		69.453	0.389	1079810	E/O Brannon Island Rd	Mainline		No	12 ft	12.0 ft	0 ft	2 ft	60 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.128458	-121.585923	W	12
SR12-W	10	San Joaquin		75.098	2.55	1080110	W/O Tower Park Way	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115377	-121.487035	W	12
SR12-W	10	San Joaquin		75.197	1.732	1080310	E/O Tower Park Way	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.115384	-121.485219	W	12
SR12-W	10	San Joaquin		78.563	1.722	1080410	W/O Guard Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116027	-121.423523	W	12
SR12-W	10	San Joaquin		78.641	0.405	1080610	E/O Guard Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116029	-121.422088	W	12
SR12-W	10	San Joaquin		79.372	0.628	1077710	W/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116063	-121.40859	W	12
SR12-W	10	San Joaquin		79.855		1085810	Off to SB I-5	Off Ramp		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.11608	-121.399679	W	12
SR12-W	10	San Joaquin		79.897		1081010	Off Ramp to SB I-5	Off Ramp		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.11608	-121.398903	W	12
SR12-W	10	San Joaquin		79.897	0.339	1080910	W/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.11608	-121.398903	W	12
SR12-W	10	San Joaquin		80.051		1081310	Off Ramp to NB I-5	Off Ramp		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.11609	-121.396063	W	12
SR12-W	10	San Joaquin		80.051	0.283	1081210	E/O I-5	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.11609	-121.396063	W	12
SR12-W	10	San Joaquin		80.462	0.551	1077610	W/O Flag City Blvd	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116139	-121.388573	W	12
SR12-W	10	San Joaquin		81.153	2.845	10110810	W/O Ray Rd	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.116104	-121.375984	W	12
SR12-W	10	Calaveras		103.545	2.5	10125410	W/O Burson Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.183456	-120.890473	W	12
SR12-W	10	Calaveras		103.545	2.5	10125510	E/O Burson Rd	Mainline		No	12 ft	12.0 ft	0 ft	8 ft	65 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	38.183456	-120.890473	W	12
SR13-N	4	Alameda	Oakland	0.078		426486	Mountain Blvd	Fwy-Fwy	loops	No													37.784113	-122.177149	N	13
SR13-N	4	Alameda	Oakland	1.238	3.738	409487	0.515 mi N of Lincloln Ave	Mainline	radars	No													37.799816	-122.186368	N	13
SR13-S	4	Alameda	Oakland	1.238	3.738	409488	0.515 mi N of Lincloln Ave	Mainline	radars	No													37.79969	-122.186506	S	13
SR14-N	7	Los Angeles	Los Angeles	2.062	2.662	764262	SAN FERNANDO	Mainline	loops	No													34.362535	-118.504833	N	14
SR14-N	7	Los Angeles	Los Angeles	2.062		764398	SAN FERNANDO	On Ramp	loops	No													34.362535	-118.504833	N	14
SR14-N	7	Los Angeles	Los Angeles	2.062	2.662	764260	SAN FERNANDO	HOV	loops	24H													34.362535	-118.504833	N	14
SR14-N	7	Los Angeles	Los Angeles	3.262	0.71	764274	PLACERITA 1	HOV	loops	24H													34.377099	-118.494004	N	14
SR14-N	7	Los Angeles	Los Angeles	3.262		764403	PLACERITA EB	On Ramp	loops	No													34.377099	-118.494004	N	14
SR14-N	7	Los Angeles	Los Angeles	3.262		764353	PLACERITA EB	Off Ramp	loops	No													34.377099	-118.494004	N	14
SR14-N	7	Los Angeles	Los Angeles	3.262	0.71	764276	PLACERITA 1	Mainline	loops	No													34.377099	-118.494004	N	14
SR14-N	7	Los Angeles	Los Angeles	3.482	0.965	764267	PLACERITA 2	HOV	loops	24H													34.379368	-118.491328	N	14
SR14-N	7	Los Angeles	Los Angeles	3.482		764401	PLACERITA WB	On Ramp	loops	No													34.379368	-118.491328	N	14
SR14-N	7	Los Angeles	Los Angeles	3.482	0.965	764269	PLACERITA 2	Mainline	loops	No													34.379368	-118.491328	N	14
SR14-N	7	Los Angeles	Los Angeles	5.192		764357	GOLDEN VALLEY	Off Ramp	loops	No													34.394808	-118.468198	N	14
SR14-N	7	Los Angeles	Los Angeles	5.192		764411	GOLDEN VALLEY	On Ramp	loops	No													34.394808	-118.468198	N	14
SR14-N	7	Los Angeles	Los Angeles	5.192	1.42	764304	GOLDEN VALLEY	Mainline	loops	No													34.394808	-118.468198	N	14
SR14-N	7	Los Angeles	Los Angeles	5.192	1.42	764302	GOLDEN VALLEY	HOV	loops	24H													34.394808	-118.468198	N	14
SR14-N	7	Los Angeles	Los Angeles	6.322	1.735	764316	VIA PRINCESSA 2	HOV	loops	24H													34.404207	-118.451727	N	14
SR14-N	7	Los Angeles	Los Angeles	6.322		764359	VIA PRINCESSA 2	Off Ramp	loops	No													34.404207	-118.451727	N	14
SR14-N	7	Los Angeles	Los Angeles	6.322	1.735	764318	VIA PRINCESSA 2	Mainline	loops	No													34.404207	-118.451727	N	14
SR14-N	7	Los Angeles	Los Angeles	6.322		764415	VIA PRINCESSA 2	On Ramp	loops	No													34.404207	-118.451727	N	14
SR14-N	7	Los Angeles	Los Angeles	8.463		766705	SAND CANYON	Off Ramp	loops	No													34.424238	-118.425484	N	14
SR14-N	7	Los Angeles	Los Angeles	8.663	2.42	766694	SAND CANYON	Mainline	loops	No													34.425605	-118.422402	N	14
SR14-N	7	Los Angeles	Los Angeles	8.663	2.42	766969	SAND CANYON	HOV	loops	24H													34.425605	-118.422402	N	14
SR14-N	7	Los Angeles	Los Angeles	8.663		766695	SAND CANYON	On Ramp	loops	No													34.425605	-118.422402	N	14
SR14-N	7	Los Angeles	Los Angeles	10.663		766714	SOLEDAD CANYON RD	Off Ramp	loops	No													34.433794	-118.389445	N	14
SR14-N	7	Los Angeles	Los Angeles	11.163		766722	SOLEDAD CANYON RD	On Ramp	loops	No													34.434709	-118.380974	N	14
SR14-N	7	Los Angeles	Los Angeles	11.163	3.25	766721	SOLEDAD CANYON RD	Mainline	loops	No													34.434709	-118.380974	N	14
SR14-N	7	Los Angeles	Los Angeles	11.163	3.25	766967	SOLEDAD CANYON RD	HOV	loops	24H													34.434709	-118.380974	N	14
SR14-N	7	Los Angeles	Los Angeles	14.763		766732	AGUA DULCE CANYON RD	Off Ramp	loops	No													34.466232	-118.33427	N	14
SR14-N	7	Los Angeles	Los Angeles	15.163	3.75	766961	AGUA DULCE CANYON RD	HOV	loops	24H													34.466671	-118.327283	N	14
SR14-N	7	Los Angeles	Los Angeles	15.163	3.75	766740	AGUA DULCE CANYON RD	Mainline	loops	No													34.466671	-118.327283	N	14
SR14-N	7	Los Angeles	Los Angeles	15.163		766741	AGUA DULCE CANYON RD	On Ramp	loops	No													34.466671	-118.327283	N	14
SR14-N	7	Los Angeles		18.163		766751	ESCONDIDO CANYON RD	Off Ramp	loops	No													34.48864	-118.286438	N	14
SR14-N	7	Los Angeles		18.663	4.25	766965	ESCONDIDO CANYON RD	HOV	loops	24H													34.493332	-118.280287	N	14
SR14-N	7	Los Angeles		18.663	4.25	766758	ESCONDIDO CANYON RD	Mainline	loops	No													34.493332	-118.280287	N	14
SR14-N	7	Los Angeles		18.663		766759	ESCONDIDO CANYON RD	On Ramp	loops	No													34.493332	-118.280287	N	14
SR14-N	7	Los Angeles		33.163	5.0	767791	AVE S	Mainline	loops	No	48 ft	12.0 ft	11 ft	10 ft	70 mph	Paved - No Roadway Use	22 ft	Mountainous	Rural	Concrete Barrier	Concrete	Median Lane is HOV Lane	34.555273	-118.132044	N	14
SR14-N	7	Los Angeles		33.163		767793	AVE S	Off Ramp	loops	No	48 ft	12.0 ft	11 ft	10 ft	70 mph	Paved - No Roadway Use	22 ft	Mountainous	Rural	Concrete Barrier	Concrete	Median Lane is HOV Lane	34.555273	-118.132044	N	14
SR14-S	7	Los Angeles	Los Angeles	0.012		775512	S/B 14 OFF TO BALBOA	Off Ramp		No													34.334177	-118.508382	S	14
SR14-S	7	Los Angeles	Los Angeles	0.012	1.552	775511	S/B 14 OFF TO BALBOA	Mainline		No													34.334177	-118.508382	S	14
SR14-S	7	Los Angeles	Los Angeles	3.092	1.66	764283	PLACERITA 1	Mainline	loops	No													34.375451	-118.49629	S	14
SR14-S	7	Los Angeles	Los Angeles	3.092	2.62	764281	PLACERITA 1	HOV	loops	24H													34.375451	-118.49629	S	14
SR14-S	7	Los Angeles	Los Angeles	3.092		764405	PLACERITA 1	On Ramp	loops	No													34.375451	-118.49629	S	14
SR14-S	7	Los Angeles	Los Angeles	3.332		764407	SIERRA HWY	On Ramp	loops	No													34.377963	-118.493391	S	14
SR14-S	7	Los Angeles	Los Angeles	3.332	0.83	764290	SIERRA HWY	Mainline	loops	No													34.377963	-118.493391	S	14
SR14-S	7	Los Angeles	Los Angeles	3.332	0.83	764288	SIERRA HWY	HOV	loops	24H													34.377963	-118.493391	S	14
SR14-S	7	Los Angeles	Los Angeles	4.752		764409	GOLDEN VALLEY	On Ramp	loops	No													34.391522	-118.474877	S	14
SR14-S	7	Los Angeles	Los Angeles	4.752		764355	GOLDEN VALLEY	Off Ramp	loops	No													34.391522	-118.474877	S	14
