event_sample_id,split_group_id,station_id,target_class,split
INCIDENT__233742-webtirf__7179,GROUP__7179__0035,7179,ACCIDENT,train
INCIDENT__233744-webtirf__47024,GROUP__47024__0008,47024,OTHER_DISRUPTION,train
INCIDENT__233758-webtirf__7112,GROUP__7112__0023,7112,OTHER_DISRUPTION,train
INCIDENT__233764-webtirf__22001,GROUP__22001__0008,22001,ACCIDENT,test
INCIDENT__233783-webtirf__23067,GROUP__23067__0014,23067,OTHER_DISRUPTION,train
INCIDENT__233804-webtirf__7248,GROUP__7248__0017,7248,OTHER_DISRUPTION,train
INCIDENT__233833-webtirf__7112,GROUP__7112__0024,7112,ACCIDENT,train
INCIDENT__233846-webtirf__7168,GROUP__7168__0014,7168,OTHER_DISRUPTION,train
INCIDENT__233859-webtirf__7112,GROUP__7112__0024,7112,ACCIDENT,train
INCIDENT__233880.0-webtirf__7274,GROUP__7274__0017,7274,ACCIDENT,train
INCIDENT__233889-webtirf__33014,GROUP__33014__0021,33014,OTHER_DISRUPTION,test
INCIDENT__233907-webtirf__T0337,GROUP__T0337__0001,T0337,OTHER_DISRUPTION,train
INCIDENT__233941-webtirf__53004,GROUP__53004__0015,53004,OTHER_DISRUPTION,train
INCIDENT__233993-webtirf__7168,GROUP__7168__0015,7168,ACCIDENT,train
INCIDENT__234000.0-webtirf__53004,GROUP__53004__0016,53004,OTHER_DISRUPTION,train
INCIDENT__234025-webtirf__74229,GROUP__74229__0003,74229,OTHER_DISRUPTION,train
INCIDENT__234072-webtirf__7179,GROUP__7179__0036,7179,OTHER_DISRUPTION,train
INCIDENT__234074-webtirf__9658,GROUP__9658__0015,9658,OTHER_DISRUPTION,train
INCIDENT__234119-webtirf__55049,GROUP__55049__0007,55049,OTHER_DISRUPTION,validation
INCIDENT__234151-webtirf__F3FWY003,GROUP__F3FWY003__0022,F3FWY003,OTHER_DISRUPTION,test
INCIDENT__234156-webtirf__7126,GROUP__7126__0009,7126,ACCIDENT,train
INCIDENT__234169-webtirf__10011,GROUP__10011__0019,10011,OTHER_DISRUPTION,train
INCIDENT__234169-webtirf__7139,GROUP__7139__0019,7139,OTHER_DISRUPTION,train
INCIDENT__234192-webtirf__50240,GROUP__50240__0025,50240,ACCIDENT,validation
INCIDENT__234224-webtirf__7159,GROUP__7159__0005,7159,OTHER_DISRUPTION,train
INCIDENT__234266-webtirf__7179,GROUP__7179__0037,7179,OTHER_DISRUPTION,train
INCIDENT__234438-webtirf__7184,GROUP__7184__0018,7184,OTHER_DISRUPTION,train
INCIDENT__234451-webtirf__F3FWY002,GROUP__F3FWY002__0005,F3FWY002,OTHER_DISRUPTION,test
INCIDENT__234472-webtirf__7163,GROUP__7163__0015,7163,OTHER_DISRUPTION,train
INCIDENT__234493-webtirf__7248,GROUP__7248__0018,7248,OTHER_DISRUPTION,train
INCIDENT__234504-webtirf__32029,GROUP__32029__0001,32029,OTHER_DISRUPTION,validation
INCIDENT__234535-webtirf__7153,GROUP__7153__0014,7153,ACCIDENT,train
INCIDENT__234569-webtirf__7159,GROUP__7159__0006,7159,OTHER_DISRUPTION,train
INCIDENT__234586-webtirf__7112,GROUP__7112__0025,7112,OTHER_DISRUPTION,train
INCIDENT__234592-webtirf__T0337,GROUP__T0337__0002,T0337,OTHER_DISRUPTION,train
INCIDENT__234594-webtirf__68025,GROUP__68025__0018,68025,OTHER_DISRUPTION,train
INCIDENT__234658-webtirf__10011,GROUP__10011__0020,10011,OTHER_DISRUPTION,train
INCIDENT__234658-webtirf__7139,GROUP__7139__0020,7139,OTHER_DISRUPTION,train
INCIDENT__234670.0-webtirf__55049,GROUP__55049__0008,55049,OTHER_DISRUPTION,validation
INCIDENT__234689-webtirf__33014,GROUP__33014__0022,33014,OTHER_DISRUPTION,test
INCIDENT__234738-webtirf__29005,GROUP__29005__0011,29005,ACCIDENT,test
INCIDENT__234742-webtirf__23067,GROUP__23067__0015,23067,ACCIDENT,train
INCIDENT__234788-webtirf__7161,GROUP__7161__0013,7161,OTHER_DISRUPTION,validation
INCIDENT__234815-webtirf__9658,GROUP__9658__0016,9658,OTHER_DISRUPTION,train
INCIDENT__234833-webtirf__50240,GROUP__50240__0026,50240,OTHER_DISRUPTION,validation
INCIDENT__234851-webtirf__53003,GROUP__53003__0008,53003,ACCIDENT,train
INCIDENT__234894-webtirf__7164,GROUP__7164__0010,7164,OTHER_DISRUPTION,train
INCIDENT__234896-webtirf__23067,GROUP__23067__0016,23067,OTHER_DISRUPTION,train
INCIDENT__234901-webtirf__57025,GROUP__57025__0004,57025,ACCIDENT,train
INCIDENT__234913-webtirf__7163,GROUP__7163__0016,7163,ACCIDENT,train
INCIDENT__234922-webtirf__7159,GROUP__7159__0007,7159,OTHER_DISRUPTION,train
INCIDENT__234963-webtirf__F3FWY003,GROUP__F3FWY003__0023,F3FWY003,ACCIDENT,test
INCIDENT__235018-webtirf__74230,GROUP__74230__0005,74230,OTHER_DISRUPTION,test
INCIDENT__235027-webtirf__7112,GROUP__7112__0026,7112,OTHER_DISRUPTION,train
INCIDENT__235028-webtirf__53004,GROUP__53004__0017,53004,OTHER_DISRUPTION,train
INCIDENT__235092-webtirf__7179,GROUP__7179__0038,7179,OTHER_DISRUPTION,train
INCIDENT__235119-webtirf__T0231,GROUP__T0231__0004,T0231,OTHER_DISRUPTION,test
INCIDENT__235302-webtirf__7179,GROUP__7179__0039,7179,OTHER_DISRUPTION,train
INCIDENT__235657-webtirf__7248,GROUP__7248__0019,7248,OTHER_DISRUPTION,train
INCIDENT__235732-webtirf__7251,GROUP__7251__0015,7251,OTHER_DISRUPTION,train
INCIDENT__235757-webtirf__7119-PR,GROUP__7119-PR__0008,7119-PR,OTHER_DISRUPTION,validation
INCIDENT__235801-webtirf__51235,GROUP__51235__0021,51235,ACCIDENT,train
INCIDENT__235819-webtirf__9658,GROUP__9658__0017,9658,ACCIDENT,train
INCIDENT__235866-webtirf__F3FWY003,GROUP__F3FWY003__0024,F3FWY003,OTHER_DISRUPTION,test
INCIDENT__235904-webtirf__72027,GROUP__72027__0001,72027,OTHER_DISRUPTION,train
INCIDENT__235953-webtirf__F3FWY001,GROUP__F3FWY001__0006,F3FWY001,ACCIDENT,train
INCIDENT__235968-webtirf__74230,GROUP__74230__0006,74230,OTHER_DISRUPTION,test
INCIDENT__236020.0-webtirf__7179,GROUP__7179__0040,7179,ACCIDENT,train
INCIDENT__236109-webtirf__29005,GROUP__29005__0012,29005,ACCIDENT,test
INCIDENT__236126-webtirf__50240,GROUP__50240__0027,50240,OTHER_DISRUPTION,validation
INCIDENT__236245-webtirf__10011,GROUP__10011__0021,10011,OTHER_DISRUPTION,train
INCIDENT__236245-webtirf__7139,GROUP__7139__0021,7139,OTHER_DISRUPTION,train
INCIDENT__236375-webtirf__7112,GROUP__7112__0027,7112,OTHER_DISRUPTION,train
INCIDENT__236411-webtirf__23067,GROUP__23067__0017,23067,OTHER_DISRUPTION,train
INCIDENT__236522-webtirf__F3FWY003,GROUP__F3FWY003__0025,F3FWY003,OTHER_DISRUPTION,test
INCIDENT__236589-webtirf__51235,GROUP__51235__0022,51235,ACCIDENT,train
INCIDENT__236617-webtirf__33014,GROUP__33014__0023,33014,OTHER_DISRUPTION,test
INCIDENT__236656-webtirf__68025,GROUP__68025__0019,68025,OTHER_DISRUPTION,train
INCIDENT__236690.0-webtirf__51235,GROUP__51235__0023,51235,ACCIDENT,train
INCIDENT__236706-webtirf__7179,GROUP__7179__0041,7179,ACCIDENT,train
INCIDENT__236842-webtirf__7120,GROUP__7120__0025,7120,OTHER_DISRUPTION,train
INCIDENT__236842-webtirf__7121,GROUP__7121__0025,7121,OTHER_DISRUPTION,validation
INCIDENT__236855-webtirf__10011,GROUP__10011__0022,10011,ACCIDENT,train
INCIDENT__236855-webtirf__7139,GROUP__7139__0022,7139,ACCIDENT,train
INCIDENT__236891-webtirf__9836-PR,GROUP__9836-PR__0003,9836-PR,ACCIDENT,train
INCIDENT__236939-webtirf__32029,GROUP__32029__0002,32029,ACCIDENT,validation
INCIDENT__236980.0-webtirf__23067,GROUP__23067__0018,23067,OTHER_DISRUPTION,train
INCIDENT__237051-webtirf__7161,GROUP__7161__0014,7161,OTHER_DISRUPTION,validation
INCIDENT__237053-webtirf__T0231,GROUP__T0231__0005,T0231,ACCIDENT,test
INCIDENT__237136-webtirf__7112,GROUP__7112__0028,7112,OTHER_DISRUPTION,train
INCIDENT__237142-webtirf__51235,GROUP__51235__0024,51235,OTHER_DISRUPTION,train
INCIDENT__237166-webtirf__33014,GROUP__33014__0024,33014,ACCIDENT,test
INCIDENT__237222-webtirf__22001,GROUP__22001__0009,22001,OTHER_DISRUPTION,test
INCIDENT__237247-webtirf__7270,GROUP__7270__0008,7270,ACCIDENT,train
INCIDENT__237252-webtirf__53004,GROUP__53004__0018,53004,OTHER_DISRUPTION,train
INCIDENT__237253-webtirf__72027,GROUP__72027__0002,72027,OTHER_DISRUPTION,train
INCIDENT__237257-webtirf__68025,GROUP__68025__0020,68025,ACCIDENT,train
INCIDENT__237265-webtirf__22001,GROUP__22001__0010,22001,OTHER_DISRUPTION,test
INCIDENT__237280.0-webtirf__53004,GROUP__53004__0018,53004,OTHER_DISRUPTION,train
INCIDENT__237404-webtirf__7159,GROUP__7159__0008,7159,OTHER_DISRUPTION,train
INCIDENT__237431-webtirf__7179,GROUP__7179__0042,7179,ACCIDENT,train
INCIDENT__237556-webtirf__7132,GROUP__7132__0017,7132,OTHER_DISRUPTION,validation
INCIDENT__237584-webtirf__7184,GROUP__7184__0019,7184,ACCIDENT,train
INCIDENT__237607-webtirf__F3FWY003,GROUP__F3FWY003__0026,F3FWY003,ACCIDENT,test
INCIDENT__237648-webtirf__7248,GROUP__7248__0020,7248,OTHER_DISRUPTION,train
INCIDENT__237773-webtirf__7112,GROUP__7112__0029,7112,OTHER_DISRUPTION,train
INCIDENT__237780.0-webtirf__29005,GROUP__29005__0013,29005,ACCIDENT,test
INCIDENT__237801-webtirf__7179,GROUP__7179__0043,7179,OTHER_DISRUPTION,train
INCIDENT__237829-webtirf__51235,GROUP__51235__0025,51235,OTHER_DISRUPTION,train
INCIDENT__237832-webtirf__33014,GROUP__33014__0025,33014,OTHER_DISRUPTION,test
INCIDENT__237884-webtirf__7112,GROUP__7112__0030,7112,OTHER_DISRUPTION,train
INCIDENT__237901-webtirf__47024,GROUP__47024__0009,47024,ACCIDENT,train
INCIDENT__237944-webtirf__7132,GROUP__7132__0018,7132,OTHER_DISRUPTION,validation
INCIDENT__238010.0-webtirf__7248,GROUP__7248__0021,7248,OTHER_DISRUPTION,train
INCIDENT__238022-webtirf__33014,GROUP__33014__0026,33014,OTHER_DISRUPTION,test
INCIDENT__238033-webtirf__T0231,GROUP__T0231__0006,T0231,OTHER_DISRUPTION,test
INCIDENT__238076-webtirf__51235,GROUP__51235__0026,51235,OTHER_DISRUPTION,train
INCIDENT__238095-webtirf__F3FWY003,GROUP__F3FWY003__0027,F3FWY003,OTHER_DISRUPTION,test
INCIDENT__238113-webtirf__47024,GROUP__47024__0010,47024,OTHER_DISRUPTION,train
INCIDENT__238153-webtirf__53004,GROUP__53004__0019,53004,OTHER_DISRUPTION,train
INCIDENT__238155-webtirf__7112,GROUP__7112__0031,7112,OTHER_DISRUPTION,train
INCIDENT__238176-webtirf__23067,GROUP__23067__0019,23067,OTHER_DISRUPTION,train
INCIDENT__238195-webtirf__51235,GROUP__51235__0027,51235,OTHER_DISRUPTION,train
INCIDENT__238246-webtirf__7270,GROUP__7270__0009,7270,ACCIDENT,train
INCIDENT__238274-webtirf__29005,GROUP__29005__0014,29005,OTHER_DISRUPTION,test
INCIDENT__238323-webtirf__7126,GROUP__7126__0010,7126,ACCIDENT,train
INCIDENT__238324-webtirf__7120,GROUP__7120__0026,7120,OTHER_DISRUPTION,train
INCIDENT__238324-webtirf__7121,GROUP__7121__0026,7121,OTHER_DISRUPTION,validation
INCIDENT__238367-webtirf__51235,GROUP__51235__0028,51235,ACCIDENT,train
INCIDENT__238387-webtirf__7120,GROUP__7120__0027,7120,OTHER_DISRUPTION,train
INCIDENT__238387-webtirf__7121,GROUP__7121__0027,7121,OTHER_DISRUPTION,validation
INCIDENT__238393-webtirf__7153,GROUP__7153__0015,7153,ACCIDENT,train
INCIDENT__238403-webtirf__9849,GROUP__9849__0007,9849,ACCIDENT,test
INCIDENT__238456-webtirf__7153,GROUP__7153__0016,7153,ACCIDENT,train
INCIDENT__238471-webtirf__7161,GROUP__7161__0015,7161,ACCIDENT,validation
INCIDENT__238473-webtirf__9836-PR,GROUP__9836-PR__0004,9836-PR,OTHER_DISRUPTION,train
INCIDENT__238485-webtirf__7179,GROUP__7179__0044,7179,OTHER_DISRUPTION,train
INCIDENT__238492-webtirf__T0288,GROUP__T0288__0006,T0288,OTHER_DISRUPTION,train
INCIDENT__238492-webtirf__T0289,GROUP__T0289__0006,T0289,OTHER_DISRUPTION,test
INCIDENT__238492-webtirf__T0290,GROUP__T0290__0006,T0290,OTHER_DISRUPTION,train
INCIDENT__238492-webtirf__T0479-PR,GROUP__T0479-PR__0006,T0479-PR,OTHER_DISRUPTION,train
INCIDENT__238514-webtirf__23067,GROUP__23067__0020,23067,OTHER_DISRUPTION,train
INCIDENT__238522-webtirf__7120,GROUP__7120__0028,7120,OTHER_DISRUPTION,train
INCIDENT__238522-webtirf__7121,GROUP__7121__0028,7121,OTHER_DISRUPTION,validation
INCIDENT__238536-webtirf__7179,GROUP__7179__0045,7179,OTHER_DISRUPTION,train
INCIDENT__238575-webtirf__9658,GROUP__9658__0018,9658,OTHER_DISRUPTION,train
INCIDENT__238601-webtirf__50260,GROUP__50260__0004,50260,OTHER_DISRUPTION,train
INCIDENT__238615-webtirf__57025,GROUP__57025__0005,57025,ACCIDENT,train
INCIDENT__238700.0-webtirf__53003,GROUP__53003__0009,53003,ACCIDENT,train
INCIDENT__238722-webtirf__23067,GROUP__23067__0021,23067,OTHER_DISRUPTION,train
INCIDENT__238755-webtirf__7179,GROUP__7179__0046,7179,OTHER_DISRUPTION,train
INCIDENT__238776-webtirf__7179,GROUP__7179__0046,7179,OTHER_DISRUPTION,train
INCIDENT__238796-webtirf__7150,GROUP__7150__0003,7150,OTHER_DISRUPTION,train
INCIDENT__238811-webtirf__7161,GROUP__7161__0016,7161,OTHER_DISRUPTION,validation
INCIDENT__238824-webtirf__7168,GROUP__7168__0016,7168,ACCIDENT,train
INCIDENT__238832-webtirf__9658,GROUP__9658__0019,9658,ACCIDENT,train
INCIDENT__238852-webtirf__7163,GROUP__7163__0017,7163,OTHER_DISRUPTION,train
INCIDENT__239024-webtirf__7184,GROUP__7184__0020,7184,ACCIDENT,train
INCIDENT__239028-webtirf__7132,GROUP__7132__0019,7132,ACCIDENT,validation
INCIDENT__239042-webtirf__50240,GROUP__50240__0028,50240,OTHER_DISRUPTION,validation
INCIDENT__239062-webtirf__7163,GROUP__7163__0018,7163,OTHER_DISRUPTION,train
INCIDENT__239068-webtirf__74228,GROUP__74228__0003,74228,ACCIDENT,train
INCIDENT__239087-webtirf__7120,GROUP__7120__0029,7120,ACCIDENT,train
INCIDENT__239087-webtirf__7121,GROUP__7121__0029,7121,ACCIDENT,validation
INCIDENT__239088-webtirf__33014,GROUP__33014__0027,33014,OTHER_DISRUPTION,test
INCIDENT__239178-webtirf__7248,GROUP__7248__0022,7248,OTHER_DISRUPTION,train
INCIDENT__239246-webtirf__23067,GROUP__23067__0022,23067,OTHER_DISRUPTION,train
INCIDENT__239295-webtirf__T0345,GROUP__T0345__0001,T0345,ACCIDENT,test
INCIDENT__239329-webtirf__33014,GROUP__33014__0028,33014,OTHER_DISRUPTION,test
INCIDENT__239331-webtirf__T0231,GROUP__T0231__0007,T0231,ACCIDENT,test
INCIDENT__239339-webtirf__29005,GROUP__29005__0015,29005,ACCIDENT,test
INCIDENT__239350.0-webtirf__68025,GROUP__68025__0021,68025,OTHER_DISRUPTION,train
INCIDENT__239375-webtirf__7161,GROUP__7161__0017,7161,OTHER_DISRUPTION,validation
INCIDENT__239377-webtirf__9658,GROUP__9658__0020,9658,ACCIDENT,train
INCIDENT__239398-webtirf__68025,GROUP__68025__0021,68025,OTHER_DISRUPTION,train
INCIDENT__239430.0-webtirf__53004,GROUP__53004__0020,53004,OTHER_DISRUPTION,train
INCIDENT__239432-webtirf__9827,GROUP__9827__0003,9827,ACCIDENT,train
INCIDENT__239435-webtirf__7270,GROUP__7270__0010,7270,OTHER_DISRUPTION,train
INCIDENT__239450.0-webtirf__7179,GROUP__7179__0047,7179,OTHER_DISRUPTION,train
INCIDENT__239454-webtirf__7164,GROUP__7164__0011,7164,OTHER_DISRUPTION,train
INCIDENT__239509-webtirf__T0288,GROUP__T0288__0007,T0288,OTHER_DISRUPTION,train
INCIDENT__239509-webtirf__T0289,GROUP__T0289__0007,T0289,OTHER_DISRUPTION,test
INCIDENT__239509-webtirf__T0290,GROUP__T0290__0007,T0290,OTHER_DISRUPTION,train
INCIDENT__239509-webtirf__T0479-PR,GROUP__T0479-PR__0007,T0479-PR,OTHER_DISRUPTION,train
INCIDENT__239555-webtirf__32029,GROUP__32029__0003,32029,OTHER_DISRUPTION,validation
INCIDENT__239574-webtirf__50240,GROUP__50240__0029,50240,ACCIDENT,validation
INCIDENT__239593-webtirf__7126,GROUP__7126__0011,7126,ACCIDENT,train
INCIDENT__239596-webtirf__33014,GROUP__33014__0029,33014,OTHER_DISRUPTION,test
INCIDENT__239597-webtirf__7120,GROUP__7120__0030,7120,OTHER_DISRUPTION,train
INCIDENT__239597-webtirf__7121,GROUP__7121__0030,7121,OTHER_DISRUPTION,validation
INCIDENT__239630.0-webtirf__T0288,GROUP__T0288__0008,T0288,OTHER_DISRUPTION,train
INCIDENT__239630.0-webtirf__T0289,GROUP__T0289__0008,T0289,OTHER_DISRUPTION,test
INCIDENT__239630.0-webtirf__T0290,GROUP__T0290__0008,T0290,OTHER_DISRUPTION,train
INCIDENT__239630.0-webtirf__T0479-PR,GROUP__T0479-PR__0008,T0479-PR,OTHER_DISRUPTION,train
INCIDENT__239678-webtirf__33014,GROUP__33014__0030,33014,OTHER_DISRUPTION,test
INCIDENT__239682-webtirf__7112,GROUP__7112__0033,7112,OTHER_DISRUPTION,train
INCIDENT__239723-webtirf__50260,GROUP__50260__0005,50260,ACCIDENT,train
INCIDENT__239756-webtirf__7184,GROUP__7184__0021,7184,ACCIDENT,train
INCIDENT__239791-webtirf__55049,GROUP__55049__0009,55049,ACCIDENT,validation
INCIDENT__239793-webtirf__7120,GROUP__7120__0031,7120,OTHER_DISRUPTION,train
INCIDENT__239793-webtirf__7121,GROUP__7121__0031,7121,OTHER_DISRUPTION,validation
INCIDENT__239802-webtirf__7153,GROUP__7153__0017,7153,ACCIDENT,train
INCIDENT__239814-webtirf__33014,GROUP__33014__0031,33014,ACCIDENT,test
INCIDENT__239820.0-webtirf__68025,GROUP__68025__0022,68025,ACCIDENT,train
INCIDENT__239856-webtirf__7164,GROUP__7164__0012,7164,OTHER_DISRUPTION,train
INCIDENT__239869-webtirf__7179,GROUP__7179__0048,7179,OTHER_DISRUPTION,train
INCIDENT__239890.0-webtirf__29005,GROUP__29005__0016,29005,ACCIDENT,test
INCIDENT__239895-webtirf__10011,GROUP__10011__0023,10011,OTHER_DISRUPTION,train
INCIDENT__239895-webtirf__7139,GROUP__7139__0023,7139,OTHER_DISRUPTION,train
INCIDENT__239901-webtirf__68025,GROUP__68025__0023,68025,OTHER_DISRUPTION,train
INCIDENT__239901-webtirf__7179,GROUP__7179__0048,7179,OTHER_DISRUPTION,train
INCIDENT__239939-webtirf__7248,GROUP__7248__0023,7248,OTHER_DISRUPTION,train
INCIDENT__239963-webtirf__7153,GROUP__7153__0018,7153,ACCIDENT,train
INCIDENT__239967-webtirf__7179,GROUP__7179__0049,7179,OTHER_DISRUPTION,train
INCIDENT__240095-webtirf__9658,GROUP__9658__0021,9658,ACCIDENT,train
INCIDENT__240101-webtirf__51235,GROUP__51235__0029,51235,OTHER_DISRUPTION,train
INCIDENT__240214-webtirf__7112,GROUP__7112__0034,7112,OTHER_DISRUPTION,train
INCIDENT__240223-webtirf__33014,GROUP__33014__0032,33014,OTHER_DISRUPTION,test
INCIDENT__240235-webtirf__7184,GROUP__7184__0022,7184,OTHER_DISRUPTION,train
INCIDENT__240247-webtirf__7153,GROUP__7153__0019,7153,OTHER_DISRUPTION,train
INCIDENT__240263-webtirf__33014,GROUP__33014__0032,33014,OTHER_DISRUPTION,test
INCIDENT__240267-webtirf__7112,GROUP__7112__0035,7112,OTHER_DISRUPTION,train
INCIDENT__240275-webtirf__7251,GROUP__7251__0016,7251,OTHER_DISRUPTION,train
INCIDENT__240298-webtirf__7119-PR,GROUP__7119-PR__0009,7119-PR,ACCIDENT,validation
INCIDENT__240322-webtirf__50240,GROUP__50240__0030,50240,OTHER_DISRUPTION,validation
INCIDENT__240326-webtirf__7270,GROUP__7270__0011,7270,OTHER_DISRUPTION,train
INCIDENT__240340.0-webtirf__100001,GROUP__100001__0001,100001,ACCIDENT,train
INCIDENT__240402-webtirf__7161,GROUP__7161__0018,7161,ACCIDENT,validation
INCIDENT__240425-webtirf__7179,GROUP__7179__0050,7179,ACCIDENT,train
INCIDENT__240450.0-webtirf__7132,GROUP__7132__0020,7132,ACCIDENT,validation
INCIDENT__240466-webtirf__7251,GROUP__7251__0017,7251,ACCIDENT,train
INCIDENT__240471-webtirf__74230,GROUP__74230__0007,74230,OTHER_DISRUPTION,test
INCIDENT__240483-webtirf__7119-PR,GROUP__7119-PR__0010,7119-PR,OTHER_DISRUPTION,validation
INCIDENT__240509-webtirf__7248,GROUP__7248__0024,7248,OTHER_DISRUPTION,train
INCIDENT__240526-webtirf__7153,GROUP__7153__0020,7153,OTHER_DISRUPTION,train
INCIDENT__240613-webtirf__7163,GROUP__7163__0019,7163,ACCIDENT,train
INCIDENT__240627-webtirf__7123-PR,GROUP__7123-PR__0003,7123-PR,OTHER_DISRUPTION,train
INCIDENT__240630.0-webtirf__74230,GROUP__74230__0008,74230,ACCIDENT,test
INCIDENT__240646-webtirf__7159,GROUP__7159__0009,7159,OTHER_DISRUPTION,train
INCIDENT__240656-webtirf__50240,GROUP__50240__0031,50240,OTHER_DISRUPTION,validation
INCIDENT__240721-webtirf__29005,GROUP__29005__0017,29005,OTHER_DISRUPTION,test
INCIDENT__240827-webtirf__7274,GROUP__7274__0018,7274,ACCIDENT,train
INCIDENT__240828-webtirf__68025,GROUP__68025__0024,68025,ACCIDENT,train
INCIDENT__240854-webtirf__7112,GROUP__7112__0036,7112,OTHER_DISRUPTION,train
INCIDENT__241030.0-webtirf__47024,GROUP__47024__0011,47024,OTHER_DISRUPTION,train
INCIDENT__241047-webtirf__10011,GROUP__10011__0024,10011,OTHER_DISRUPTION,train
INCIDENT__241047-webtirf__7139,GROUP__7139__0024,7139,OTHER_DISRUPTION,train
INCIDENT__241078-webtirf__7251,GROUP__7251__0018,7251,OTHER_DISRUPTION,train
INCIDENT__241117-webtirf__50240,GROUP__50240__0032,50240,ACCIDENT,validation
INCIDENT__241224-webtirf__7179,GROUP__7179__0051,7179,OTHER_DISRUPTION,train
INCIDENT__241243-webtirf__7163,GROUP__7163__0020,7163,OTHER_DISRUPTION,train
INCIDENT__241272-webtirf__53004,GROUP__53004__0021,53004,ACCIDENT,train
INCIDENT__241285-webtirf__10011,GROUP__10011__0025,10011,OTHER_DISRUPTION,train
INCIDENT__241285-webtirf__7139,GROUP__7139__0025,7139,OTHER_DISRUPTION,train
INCIDENT__241319-webtirf__68025,GROUP__68025__0025,68025,OTHER_DISRUPTION,train
INCIDENT__241363-webtirf__7248,GROUP__7248__0025,7248,ACCIDENT,train
INCIDENT__241392-webtirf__7179,GROUP__7179__0052,7179,OTHER_DISRUPTION,train
INCIDENT__241425-webtirf__29005,GROUP__29005__0018,29005,ACCIDENT,test
INCIDENT__241432-webtirf__7163,GROUP__7163__0021,7163,ACCIDENT,train
INCIDENT__241451-webtirf__51235,GROUP__51235__0030,51235,ACCIDENT,train
INCIDENT__241459-webtirf__7179,GROUP__7179__0053,7179,OTHER_DISRUPTION,train
INCIDENT__241463-webtirf__7164,GROUP__7164__0013,7164,OTHER_DISRUPTION,train
INCIDENT__241476-webtirf__23067,GROUP__23067__0023,23067,OTHER_DISRUPTION,train
INCIDENT__241515-webtirf__51235,GROUP__51235__0031,51235,OTHER_DISRUPTION,train
INCIDENT__241577-webtirf__22001,GROUP__22001__0011,22001,OTHER_DISRUPTION,test
INCIDENT__241603-webtirf__7248,GROUP__7248__0026,7248,OTHER_DISRUPTION,train
INCIDENT__241608-webtirf__51235,GROUP__51235__0032,51235,OTHER_DISRUPTION,train
INCIDENT__241623-webtirf__7161,GROUP__7161__0019,7161,OTHER_DISRUPTION,validation
INCIDENT__241633-webtirf__F3FWY005,GROUP__F3FWY005__0003,F3FWY005,OTHER_DISRUPTION,train
INCIDENT__241642-webtirf__7274,GROUP__7274__0019,7274,OTHER_DISRUPTION,train
INCIDENT__241643-webtirf__T0288,GROUP__T0288__0009,T0288,OTHER_DISRUPTION,train
INCIDENT__241643-webtirf__T0289,GROUP__T0289__0009,T0289,OTHER_DISRUPTION,test
INCIDENT__241643-webtirf__T0290,GROUP__T0290__0009,T0290,OTHER_DISRUPTION,train
INCIDENT__241643-webtirf__T0479-PR,GROUP__T0479-PR__0009,T0479-PR,OTHER_DISRUPTION,train
INCIDENT__241646-webtirf__33014,GROUP__33014__0033,33014,OTHER_DISRUPTION,test
INCIDENT__241668-webtirf__10011,GROUP__10011__0026,10011,OTHER_DISRUPTION,train
INCIDENT__241668-webtirf__7139,GROUP__7139__0026,7139,OTHER_DISRUPTION,train
INCIDENT__241731-webtirf__7112,GROUP__7112__0037,7112,OTHER_DISRUPTION,train
INCIDENT__241738-webtirf__7120,GROUP__7120__0032,7120,OTHER_DISRUPTION,train
INCIDENT__241738-webtirf__7121,GROUP__7121__0032,7121,OTHER_DISRUPTION,validation
INCIDENT__241744-webtirf__7112,GROUP__7112__0038,7112,ACCIDENT,train
INCIDENT__241746-webtirf__7179,GROUP__7179__0054,7179,OTHER_DISRUPTION,train
INCIDENT__241754-webtirf__7161,GROUP__7161__0020,7161,OTHER_DISRUPTION,validation
INCIDENT__241758-webtirf__9658,GROUP__9658__0022,9658,OTHER_DISRUPTION,train
INCIDENT__241825-webtirf__74230,GROUP__74230__0009,74230,OTHER_DISRUPTION,test
INCIDENT__241835-webtirf__50240,GROUP__50240__0033,50240,OTHER_DISRUPTION,validation
INCIDENT__241849-webtirf__50260,GROUP__50260__0006,50260,ACCIDENT,train
INCIDENT__241875-webtirf__10011,GROUP__10011__0027,10011,ACCIDENT,train
INCIDENT__241875-webtirf__7139,GROUP__7139__0027,7139,ACCIDENT,train
INCIDENT__241879-webtirf__50240,GROUP__50240__0034,50240,ACCIDENT,validation
INCIDENT__241884-webtirf__7161,GROUP__7161__0021,7161,ACCIDENT,validation
INCIDENT__241915-webtirf__68025,GROUP__68025__0026,68025,OTHER_DISRUPTION,train
INCIDENT__241982-webtirf__7150,GROUP__7150__0004,7150,OTHER_DISRUPTION,train
INCIDENT__241991-webtirf__74228,GROUP__74228__0004,74228,OTHER_DISRUPTION,train
INCIDENT__241993-webtirf__7251,GROUP__7251__0019,7251,OTHER_DISRUPTION,train
INCIDENT__242013-webtirf__7120,GROUP__7120__0033,7120,ACCIDENT,train
INCIDENT__242013-webtirf__7121,GROUP__7121__0033,7121,ACCIDENT,validation
INCIDENT__242021-webtirf__7179,GROUP__7179__0055,7179,OTHER_DISRUPTION,train
INCIDENT__242058-webtirf__F3FWY003,GROUP__F3FWY003__0028,F3FWY003,OTHER_DISRUPTION,test
