event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3,all_zero_flow_window
CONTROL__7120__2025080900,7120,2025-08-09 00:00:00,2025-08-08 21:00:00,2025-08-09 03:00:00,NORMAL,GROUP__7120__0020,CONTROL,603.0,595.0,419.0,342.0,217.0,189.0,182.0,False
CONTROL__7120__2025100400,7120,2025-10-04 00:00:00,2025-10-03 21:00:00,2025-10-04 03:00:00,NORMAL,GROUP__7120__0020,CONTROL,661.0,524.0,418.0,13.0,14.0,9.0,8.0,False
CONTROL__7121__2025072600,7121,2025-07-26 00:00:00,2025-07-25 21:00:00,2025-07-26 03:00:00,NORMAL,GROUP__7121__0020,CONTROL,334.0,363.0,281.0,10.0,9.0,9.0,7.0,False
CONTROL__7121__2025110800,7121,2025-11-08 00:00:00,2025-11-07 21:00:00,2025-11-08 03:00:00,NORMAL,GROUP__7121__0020,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__F3FWY001__2025042605,F3FWY001,2025-04-26 05:00:00,2025-04-26 02:00:00,2025-04-26 08:00:00,NORMAL,GROUP__F3FWY001__0003,CONTROL,35.0,52.0,61.0,133.0,178.0,210.0,206.0,False
CONTROL__F3FWY001__2025010405,F3FWY001,2025-01-04 05:00:00,2025-01-04 02:00:00,2025-01-04 08:00:00,NORMAL,GROUP__F3FWY001__0003,CONTROL,70.0,64.0,85.0,152.0,194.0,210.0,256.0,False
CONTROL__7119-PR__2025060108,7119-PR,2025-06-01 08:00:00,2025-06-01 05:00:00,2025-06-01 11:00:00,NORMAL,GROUP__7119-PR__0004,CONTROL,8.0,11.0,17.0,30.0,26.0,43.0,43.0,False
CONTROL__7119-PR__2025112308,7119-PR,2025-11-23 08:00:00,2025-11-23 05:00:00,2025-11-23 11:00:00,NORMAL,GROUP__7119-PR__0004,CONTROL,6.0,13.0,16.0,24.0,36.0,42.0,32.0,False
CONTROL__7112__2025060109,7112,2025-06-01 09:00:00,2025-06-01 06:00:00,2025-06-01 12:00:00,NORMAL,GROUP__7112__0017,CONTROL,17.0,20.0,27.0,0.0,33.0,35.0,47.0,False
CONTROL__7112__2025121409,7112,2025-12-14 09:00:00,2025-12-14 06:00:00,2025-12-14 12:00:00,NORMAL,GROUP__7112__0017,CONTROL,42.0,53.0,61.0,60.0,63.0,65.0,63.0,False
CONTROL__53004__2025113013,53004,2025-11-30 13:00:00,2025-11-30 10:00:00,2025-11-30 16:00:00,NORMAL,GROUP__53004__0011,CONTROL,1253.0,1383.0,1510.0,1406.0,1237.0,1381.0,1419.0,False
CONTROL__53004__2025050413,53004,2025-05-04 13:00:00,2025-05-04 10:00:00,2025-05-04 16:00:00,NORMAL,GROUP__53004__0011,CONTROL,1441.0,1587.0,1506.0,1361.0,1269.0,1296.0,1262.0,False
CONTROL__10011__2025122116,10011,2025-12-21 16:00:00,2025-12-21 13:00:00,2025-12-21 19:00:00,NORMAL,GROUP__10011__0013,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__10011__2025021616,10011,2025-02-16 16:00:00,2025-02-16 13:00:00,2025-02-16 19:00:00,NORMAL,GROUP__10011__0013,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7139__2025062916,7139,2025-06-29 16:00:00,2025-06-29 13:00:00,2025-06-29 19:00:00,NORMAL,GROUP__7139__0013,CONTROL,78.0,90.0,86.0,87.0,86.0,41.0,45.0,False
CONTROL__7139__2025121416,7139,2025-12-14 16:00:00,2025-12-14 13:00:00,2025-12-14 19:00:00,NORMAL,GROUP__7139__0013,CONTROL,2527.0,2543.0,2640.0,2807.0,2735.0,2391.0,1801.0,False
CONTROL__T0231__2025011919,T0231,2025-01-19 19:00:00,2025-01-19 16:00:00,2025-01-19 22:00:00,NORMAL,GROUP__T0231__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__T0231__2025121419,T0231,2025-12-14 19:00:00,2025-12-14 16:00:00,2025-12-14 22:00:00,NORMAL,GROUP__T0231__0003,CONTROL,45.0,55.0,38.0,31.0,33.0,25.0,21.0,False
CONTROL__55049__2025011920,55049,2025-01-19 20:00:00,2025-01-19 17:00:00,2025-01-19 23:00:00,NORMAL,GROUP__55049__0005,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__55049__2025070620,55049,2025-07-06 20:00:00,2025-07-06 17:00:00,2025-07-06 23:00:00,NORMAL,GROUP__55049__0005,CONTROL,884.0,955.0,495.0,375.0,270.0,167.0,75.0,False
CONTROL__7179__2025061605,7179,2025-06-16 05:00:00,2025-06-16 02:00:00,2025-06-16 08:00:00,NORMAL,GROUP__7179__0021,CONTROL,43.0,47.0,113.0,192.0,321.0,343.0,358.0,False
CONTROL__7179__2025021005,7179,2025-02-10 05:00:00,2025-02-10 02:00:00,2025-02-10 08:00:00,NORMAL,GROUP__7179__0021,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__51235__2025021008,51235,2025-02-10 08:00:00,2025-02-10 05:00:00,2025-02-10 11:00:00,NORMAL,GROUP__51235__0015,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__51235__2025040708,51235,2025-04-07 08:00:00,2025-04-07 05:00:00,2025-04-07 11:00:00,NORMAL,GROUP__51235__0015,CONTROL,1149.0,2216.0,2072.0,2056.0,1768.0,1490.0,1398.0,False
CONTROL__7132__2025070722,7132,2025-07-07 22:00:00,2025-07-07 19:00:00,2025-07-08 01:00:00,NORMAL,GROUP__7132__0014,CONTROL,26.0,14.0,18.0,13.0,14.0,81.0,65.0,False
CONTROL__7132__2025021722,7132,2025-02-17 22:00:00,2025-02-17 19:00:00,2025-02-18 01:00:00,NORMAL,GROUP__7132__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__34016__2025090905,34016,2025-09-09 05:00:00,2025-09-09 02:00:00,2025-09-09 08:00:00,NORMAL,GROUP__34016__0006,CONTROL,0.0,0.0,0.0,0.0,1.0,2.0,2.0,False
CONTROL__34016__2025052705,34016,2025-05-27 05:00:00,2025-05-27 02:00:00,2025-05-27 08:00:00,NORMAL,GROUP__34016__0006,CONTROL,33.0,51.0,153.0,568.0,1464.0,1406.0,1578.0,False
CONTROL__68025__2025061705,68025,2025-06-17 05:00:00,2025-06-17 02:00:00,2025-06-17 08:00:00,NORMAL,GROUP__68025__0014,CONTROL,58.0,63.0,132.0,317.0,618.0,731.0,923.0,False
CONTROL__68025__2025021805,68025,2025-02-18 05:00:00,2025-02-18 02:00:00,2025-02-18 08:00:00,NORMAL,GROUP__68025__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__50240__2025121606,50240,2025-12-16 06:00:00,2025-12-16 03:00:00,2025-12-16 09:00:00,NORMAL,GROUP__50240__0017,CONTROL,63.0,104.0,174.0,253.0,191.0,162.0,213.0,False
CONTROL__50240__2025021806,50240,2025-02-18 06:00:00,2025-02-18 03:00:00,2025-02-18 09:00:00,NORMAL,GROUP__50240__0017,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7161__2025021815,7161,2025-02-18 15:00:00,2025-02-18 12:00:00,2025-02-18 18:00:00,NORMAL,GROUP__7161__0009,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7161__2025102115,7161,2025-10-21 15:00:00,2025-10-21 12:00:00,2025-10-21 18:00:00,NORMAL,GROUP__7161__0009,CONTROL,179.0,169.0,169.0,192.0,165.0,136.0,100.0,False
CONTROL__F3FWY006__2025111203,F3FWY006,2025-11-12 03:00:00,2025-11-12 00:00:00,2025-11-12 06:00:00,NORMAL,GROUP__F3FWY006__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__F3FWY006__2025080603,F3FWY006,2025-08-06 03:00:00,2025-08-06 00:00:00,2025-08-06 06:00:00,NORMAL,GROUP__F3FWY006__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,27.0,False
CONTROL__7248__2025030518,7248,2025-03-05 18:00:00,2025-03-05 15:00:00,2025-03-05 21:00:00,NORMAL,GROUP__7248__0014,CONTROL,945.0,917.0,839.0,943.0,669.0,621.0,680.0,False
CONTROL__7248__2025100118,7248,2025-10-01 18:00:00,2025-10-01 15:00:00,2025-10-01 21:00:00,NORMAL,GROUP__7248__0014,CONTROL,891.0,1022.0,955.0,896.0,813.0,716.0,627.0,False
CONTROL__33014__2025081321,33014,2025-08-13 21:00:00,2025-08-13 18:00:00,2025-08-14 00:00:00,NORMAL,GROUP__33014__0013,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__33014__2025120321,33014,2025-12-03 21:00:00,2025-12-03 18:00:00,2025-12-04 00:00:00,NORMAL,GROUP__33014__0013,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7179__2025091803,7179,2025-09-18 03:00:00,2025-09-18 00:00:00,2025-09-18 06:00:00,NORMAL,GROUP__7179__0022,CONTROL,55.0,55.0,66.0,67.0,112.0,217.0,296.0,False
CONTROL__7179__2025081403,7179,2025-08-14 03:00:00,2025-08-14 00:00:00,2025-08-14 06:00:00,NORMAL,GROUP__7179__0022,CONTROL,293.0,180.0,159.0,202.0,375.0,860.0,1329.0,False
CONTROL__10011__2025041708,10011,2025-04-17 08:00:00,2025-04-17 05:00:00,2025-04-17 11:00:00,NORMAL,GROUP__10011__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__10011__2025112008,10011,2025-11-20 08:00:00,2025-11-20 05:00:00,2025-11-20 11:00:00,NORMAL,GROUP__10011__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7139__2025011608,7139,2025-01-16 08:00:00,2025-01-16 05:00:00,2025-01-16 11:00:00,NORMAL,GROUP__7139__0014,CONTROL,9.0,18.0,25.0,28.0,35.0,35.0,28.0,False
CONTROL__7139__2025041708,7139,2025-04-17 08:00:00,2025-04-17 05:00:00,2025-04-17 11:00:00,NORMAL,GROUP__7139__0014,CONTROL,70.0,166.0,221.0,287.0,329.0,351.0,337.0,False
CONTROL__68025__2025101619,68025,2025-10-16 19:00:00,2025-10-16 16:00:00,2025-10-16 22:00:00,NORMAL,GROUP__68025__0015,CONTROL,70.0,60.0,43.0,32.0,20.0,21.0,14.0,False
CONTROL__68025__2025061919,68025,2025-06-19 19:00:00,2025-06-19 16:00:00,2025-06-19 22:00:00,NORMAL,GROUP__68025__0015,CONTROL,1429.0,1542.0,1383.0,899.0,897.0,902.0,534.0,False
CONTROL__74230__2025071021,74230,2025-07-10 21:00:00,2025-07-10 18:00:00,2025-07-11 00:00:00,NORMAL,GROUP__74230__0003,CONTROL,3.0,13.0,5.0,6.0,3.0,1.0,9.0,False
CONTROL__74230__2025021321,74230,2025-02-13 21:00:00,2025-02-13 18:00:00,2025-02-14 00:00:00,NORMAL,GROUP__74230__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__50240__2025080103,50240,2025-08-01 03:00:00,2025-08-01 00:00:00,2025-08-01 06:00:00,NORMAL,GROUP__50240__0018,CONTROL,43.0,30.0,53.0,53.0,72.0,162.0,317.0,False
CONTROL__50240__2025030703,50240,2025-03-07 03:00:00,2025-03-07 00:00:00,2025-03-07 06:00:00,NORMAL,GROUP__50240__0018,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7163__2025032104,7163,2025-03-21 04:00:00,2025-03-21 01:00:00,2025-03-21 07:00:00,NORMAL,GROUP__7163__0010,CONTROL,13.0,10.0,9.0,21.0,55.0,106.0,111.0,False
CONTROL__7163__2025111404,7163,2025-11-14 04:00:00,2025-11-14 01:00:00,2025-11-14 07:00:00,NORMAL,GROUP__7163__0010,CONTROL,9.0,9.0,10.0,23.0,54.0,125.0,122.0,False
CONTROL__22001__2025122608,22001,2025-12-26 08:00:00,2025-12-26 05:00:00,2025-12-26 11:00:00,NORMAL,GROUP__22001__0006,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__22001__2025012408,22001,2025-01-24 08:00:00,2025-01-24 05:00:00,2025-01-24 11:00:00,NORMAL,GROUP__22001__0006,CONTROL,1111.0,1286.0,1233.0,1156.0,1181.0,1122.0,1264.0,False
CONTROL__7274__2025011721,7274,2025-01-17 21:00:00,2025-01-17 18:00:00,2025-01-18 00:00:00,NORMAL,GROUP__7274__0012,CONTROL,60.0,65.0,34.0,39.0,38.0,32.0,0.0,False
CONTROL__7274__2025030721,7274,2025-03-07 21:00:00,2025-03-07 18:00:00,2025-03-08 00:00:00,NORMAL,GROUP__7274__0012,CONTROL,836.0,713.0,601.0,586.0,448.0,304.0,0.0,False
CONTROL__7270__2025011100,7270,2025-01-11 00:00:00,2025-01-10 21:00:00,2025-01-11 03:00:00,NORMAL,GROUP__7270__0003,CONTROL,771.0,652.0,397.0,15.0,19.0,21.0,18.0,False
CONTROL__7270__2025052400,7270,2025-05-24 00:00:00,2025-05-23 21:00:00,2025-05-24 03:00:00,NORMAL,GROUP__7270__0003,CONTROL,59.0,36.0,44.0,294.0,192.0,120.0,108.0,False
CONTROL__10011__2025071901,10011,2025-07-19 01:00:00,2025-07-18 22:00:00,2025-07-19 04:00:00,NORMAL,GROUP__10011__0015,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__10011__2025121301,10011,2025-12-13 01:00:00,2025-12-12 22:00:00,2025-12-13 04:00:00,NORMAL,GROUP__10011__0015,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7139__2025101801,7139,2025-10-18 01:00:00,2025-10-17 22:00:00,2025-10-18 04:00:00,NORMAL,GROUP__7139__0015,CONTROL,1269.0,1042.0,679.0,457.0,329.0,251.0,242.0,False
CONTROL__7139__2025071901,7139,2025-07-19 01:00:00,2025-07-18 22:00:00,2025-07-19 04:00:00,NORMAL,GROUP__7139__0015,CONTROL,1097.0,798.0,487.0,329.0,252.0,219.0,163.0,False
CONTROL__F3FWY001__2025121319,F3FWY001,2025-12-13 19:00:00,2025-12-13 16:00:00,2025-12-13 22:00:00,NORMAL,GROUP__F3FWY001__0004,CONTROL,2733.0,2465.0,2000.0,1433.0,1162.0,1071.0,1094.0,False
CONTROL__F3FWY001__2025011119,F3FWY001,2025-01-11 19:00:00,2025-01-11 16:00:00,2025-01-11 22:00:00,NORMAL,GROUP__F3FWY001__0004,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__33014__2025020210,33014,2025-02-02 10:00:00,2025-02-02 07:00:00,2025-02-02 13:00:00,NORMAL,GROUP__33014__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__33014__2025082410,33014,2025-08-24 10:00:00,2025-08-24 07:00:00,2025-08-24 13:00:00,NORMAL,GROUP__33014__0014,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__F3FWY003__2025071321,F3FWY003,2025-07-13 21:00:00,2025-07-13 18:00:00,2025-07-14 00:00:00,NORMAL,GROUP__F3FWY003__0019,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__F3FWY003__2025110921,F3FWY003,2025-11-09 21:00:00,2025-11-09 18:00:00,2025-11-10 00:00:00,NORMAL,GROUP__F3FWY003__0019,CONTROL,1740.0,1494.0,1229.0,812.0,730.0,343.0,65.0,False
CONTROL__29005__2025120108,29005,2025-12-01 08:00:00,2025-12-01 05:00:00,2025-12-01 11:00:00,NORMAL,GROUP__29005__0008,CONTROL,168.0,336.0,306.0,278.0,385.0,398.0,396.0,False
CONTROL__29005__2025120808,29005,2025-12-08 08:00:00,2025-12-08 05:00:00,2025-12-08 11:00:00,NORMAL,GROUP__29005__0008,CONTROL,178.0,379.0,344.0,365.0,406.0,414.0,418.0,False
CONTROL__T0288__2025062402,T0288,2025-06-24 02:00:00,2025-06-23 23:00:00,2025-06-24 05:00:00,NORMAL,GROUP__T0288__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__T0288__2025021102,T0288,2025-02-11 02:00:00,2025-02-10 23:00:00,2025-02-11 05:00:00,NORMAL,GROUP__T0288__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__T0289__2025071502,T0289,2025-07-15 02:00:00,2025-07-14 23:00:00,2025-07-15 05:00:00,NORMAL,GROUP__T0289__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__T0289__2025082602,T0289,2025-08-26 02:00:00,2025-08-25 23:00:00,2025-08-26 05:00:00,NORMAL,GROUP__T0289__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__T0290__2025070802,T0290,2025-07-08 02:00:00,2025-07-07 23:00:00,2025-07-08 05:00:00,NORMAL,GROUP__T0290__0003,CONTROL,103.0,1.0,3.0,2.0,0.0,0.0,0.0,False
CONTROL__T0290__2025082602,T0290,2025-08-26 02:00:00,2025-08-25 23:00:00,2025-08-26 05:00:00,NORMAL,GROUP__T0290__0003,CONTROL,113.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CONTROL__T0479-PR__2025091602,T0479-PR,2025-09-16 02:00:00,2025-09-15 23:00:00,2025-09-16 05:00:00,NORMAL,GROUP__T0479-PR__0003,CONTROL,13.0,20.0,18.0,11.0,23.0,46.0,147.0,False
CONTROL__T0479-PR__2025061702,T0479-PR,2025-06-17 02:00:00,2025-06-16 23:00:00,2025-06-17 05:00:00,NORMAL,GROUP__T0479-PR__0003,CONTROL,192.0,56.0,71.0,96.0,221.0,781.0,2269.0,False
CONTROL__7179__2025042903,7179,2025-04-29 03:00:00,2025-04-29 00:00:00,2025-04-29 06:00:00,NORMAL,GROUP__7179__0023,CONTROL,49.0,31.0,33.0,71.0,84.0,210.0,328.0,False
CONTROL__7179__2025012103,7179,2025-01-21 03:00:00,2025-01-21 00:00:00,2025-01-21 06:00:00,NORMAL,GROUP__7179__0023,CONTROL,321.0,172.0,146.0,220.0,424.0,840.0,1292.0,False
CONTROL__7132__2025061706,7132,2025-06-17 06:00:00,2025-06-17 03:00:00,2025-06-17 09:00:00,NORMAL,GROUP__7132__0015,CONTROL,128.0,372.0,1132.0,2056.0,2176.0,1959.0,1398.0,False
CONTROL__7132__2025021806,7132,2025-02-18 06:00:00,2025-02-18 03:00:00,2025-02-18 09:00:00,NORMAL,GROUP__7132__0015,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7164__2025110406,7164,2025-11-04 06:00:00,2025-11-04 03:00:00,2025-11-04 09:00:00,NORMAL,GROUP__7164__0007,CONTROL,6.0,21.0,64.0,102.0,113.0,109.0,117.0,False
CONTROL__7164__2025051306,7164,2025-05-13 06:00:00,2025-05-13 03:00:00,2025-05-13 09:00:00,NORMAL,GROUP__7164__0007,CONTROL,9.0,24.0,44.0,113.0,104.0,130.0,123.0,False
CONTROL__23067__2025042206,23067,2025-04-22 06:00:00,2025-04-22 03:00:00,2025-04-22 09:00:00,NORMAL,GROUP__23067__0010,CONTROL,22.0,31.0,52.0,82.0,102.0,111.0,98.0,False
CONTROL__23067__2025022506,23067,2025-02-25 06:00:00,2025-02-25 03:00:00,2025-02-25 09:00:00,NORMAL,GROUP__23067__0010,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__53004__2025072208,53004,2025-07-22 08:00:00,2025-07-22 05:00:00,2025-07-22 11:00:00,NORMAL,GROUP__53004__0012,CONTROL,83.0,236.0,167.0,119.0,124.0,128.0,138.0,False
CONTROL__53004__2025061708,53004,2025-06-17 08:00:00,2025-06-17 05:00:00,2025-06-17 11:00:00,NORMAL,GROUP__53004__0012,CONTROL,106.0,244.0,192.0,161.0,159.0,131.0,127.0,False
CONTROL__7251__2025020408,7251,2025-02-04 08:00:00,2025-02-04 05:00:00,2025-02-04 11:00:00,NORMAL,GROUP__7251__0011,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7251__2025101408,7251,2025-10-14 08:00:00,2025-10-14 05:00:00,2025-10-14 11:00:00,NORMAL,GROUP__7251__0011,CONTROL,234.0,441.0,864.0,869.0,664.0,700.0,688.0,False
CONTROL__10011__2025070812,10011,2025-07-08 12:00:00,2025-07-08 09:00:00,2025-07-08 15:00:00,NORMAL,GROUP__10011__0016,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__10011__2025080512,10011,2025-08-05 12:00:00,2025-08-05 09:00:00,2025-08-05 15:00:00,NORMAL,GROUP__10011__0016,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7139__2025110412,7139,2025-11-04 12:00:00,2025-11-04 09:00:00,2025-11-04 15:00:00,NORMAL,GROUP__7139__0016,CONTROL,341.0,378.0,376.0,385.0,353.0,383.0,383.0,False
CONTROL__7139__2025082612,7139,2025-08-26 12:00:00,2025-08-26 09:00:00,2025-08-26 15:00:00,NORMAL,GROUP__7139__0016,CONTROL,2504.0,2099.0,2027.0,2115.0,2099.0,2318.0,2680.0,False
CONTROL__7184__2025031122,7184,2025-03-11 22:00:00,2025-03-11 19:00:00,2025-03-12 01:00:00,NORMAL,GROUP__7184__0016,CONTROL,0.0,0.0,0.0,0.0,0.0,25.0,28.0,False
CONTROL__7184__2025101422,7184,2025-10-14 22:00:00,2025-10-14 19:00:00,2025-10-15 01:00:00,NORMAL,GROUP__7184__0016,CONTROL,1317.0,1004.0,716.0,511.0,273.0,132.0,91.0,False
CONTROL__7274__2025102823,7274,2025-10-28 23:00:00,2025-10-28 20:00:00,2025-10-29 02:00:00,NORMAL,GROUP__7274__0013,CONTROL,39.0,46.0,35.0,22.0,21.0,8.0,20.0,False
CONTROL__7274__2025031123,7274,2025-03-11 23:00:00,2025-03-11 20:00:00,2025-03-12 02:00:00,NORMAL,GROUP__7274__0013,CONTROL,36.0,35.0,27.0,23.0,94.0,70.0,74.0,False
CONTROL__7161__2025050703,7161,2025-05-07 03:00:00,2025-05-07 00:00:00,2025-05-07 06:00:00,NORMAL,GROUP__7161__0010,CONTROL,116.0,78.0,101.0,147.0,78.0,91.0,148.0,False
CONTROL__7161__2025073003,7161,2025-07-30 03:00:00,2025-07-30 00:00:00,2025-07-30 06:00:00,NORMAL,GROUP__7161__0010,CONTROL,11.0,14.0,5.0,20.0,26.0,96.0,147.0,False
CONTROL__7164__2025123111,7164,2025-12-31 11:00:00,2025-12-31 08:00:00,2025-12-31 14:00:00,NORMAL,GROUP__7164__0008,CONTROL,125.0,209.0,148.0,182.0,206.0,187.0,162.0,False
CONTROL__7164__2025052111,7164,2025-05-21 11:00:00,2025-05-21 08:00:00,2025-05-21 14:00:00,NORMAL,GROUP__7164__0008,CONTROL,1063.0,1235.0,805.0,537.0,591.0,530.0,712.0,False
CONTROL__23067__2025010112,23067,2025-01-01 12:00:00,2025-01-01 09:00:00,2025-01-01 15:00:00,NORMAL,GROUP__23067__0011,CONTROL,38.0,50.0,48.0,29.0,26.0,34.0,27.0,False
CONTROL__23067__2025101512,23067,2025-10-15 12:00:00,2025-10-15 09:00:00,2025-10-15 15:00:00,NORMAL,GROUP__23067__0011,CONTROL,130.0,119.0,122.0,107.0,125.0,118.0,122.0,False
CONTROL__50240__2025102216,50240,2025-10-22 16:00:00,2025-10-22 13:00:00,2025-10-22 19:00:00,NORMAL,GROUP__50240__0019,CONTROL,1972.0,2159.0,2337.0,2143.0,1896.0,1886.0,0.0,False
CONTROL__50240__2025032616,50240,2025-03-26 16:00:00,2025-03-26 13:00:00,2025-03-26 19:00:00,NORMAL,GROUP__50240__0019,CONTROL,2241.0,2516.0,2685.0,2573.0,2486.0,2694.0,2330.0,False
CONTROL__7179__2025050722,7179,2025-05-07 22:00:00,2025-05-07 19:00:00,2025-05-08 01:00:00,NORMAL,GROUP__7179__0024,CONTROL,184.0,120.0,114.0,44.0,57.0,294.0,180.0,False
CONTROL__7179__2025111922,7179,2025-11-19 22:00:00,2025-11-19 19:00:00,2025-11-20 01:00:00,NORMAL,GROUP__7179__0024,CONTROL,172.0,143.0,113.0,86.0,61.0,347.0,230.0,False
CONTROL__7251__2025020604,7251,2025-02-06 04:00:00,2025-02-06 01:00:00,2025-02-06 07:00:00,NORMAL,GROUP__7251__0012,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__7251__2025120404,7251,2025-12-04 04:00:00,2025-12-04 01:00:00,2025-12-04 07:00:00,NORMAL,GROUP__7251__0012,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__51235__2025110605,51235,2025-11-06 05:00:00,2025-11-06 02:00:00,2025-11-06 08:00:00,NORMAL,GROUP__51235__0016,CONTROL,19.0,22.0,47.0,159.0,380.0,237.0,218.0,False
CONTROL__51235__2025061205,51235,2025-06-12 05:00:00,2025-06-12 02:00:00,2025-06-12 08:00:00,NORMAL,GROUP__51235__0016,CONTROL,9.0,25.0,46.0,161.0,354.0,231.0,204.0,False
CONTROL__51235__2025040305,51235,2025-04-03 05:00:00,2025-04-03 02:00:00,2025-04-03 08:00:00,NORMAL,GROUP__51235__0016,CONTROL,11.0,17.0,34.0,142.0,312.0,251.0,222.0,False
CONTROL__51235__2025072405,51235,2025-07-24 05:00:00,2025-07-24 02:00:00,2025-07-24 08:00:00,NORMAL,GROUP__51235__0016,CONTROL,15.0,24.0,43.0,131.0,317.0,272.0,204.0,False
CONTROL__7161__2025082805,7161,2025-08-28 05:00:00,2025-08-28 02:00:00,2025-08-28 08:00:00,NORMAL,GROUP__7161__0011,CONTROL,14.0,21.0,36.0,105.0,148.0,139.0,167.0,False
CONTROL__7161__2025022705,7161,2025-02-27 05:00:00,2025-02-27 02:00:00,2025-02-27 08:00:00,NORMAL,GROUP__7161__0011,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
CONTROL__29005__2025122509,29005,2025-12-25 09:00:00,2025-12-25 06:00:00,2025-12-25 12:00:00,NORMAL,GROUP__29005__0009,CONTROL,218.0,311.0,425.0,653.0,875.0,1046.0,0.0,False
CONTROL__29005__2025100909,29005,2025-10-09 09:00:00,2025-10-09 06:00:00,2025-10-09 12:00:00,NORMAL,GROUP__29005__0009,CONTROL,340.0,332.0,319.0,366.0,409.0,437.0,401.0,False
CONTROL__68025__2025041722,68025,2025-04-17 22:00:00,2025-04-17 19:00:00,2025-04-18 01:00:00,NORMAL,GROUP__68025__0016,CONTROL,1011.0,1029.0,1047.0,685.0,390.0,98.0,73.0,False
CONTROL__68025__2025050122,68025,2025-05-01 22:00:00,2025-05-01 19:00:00,2025-05-02 01:00:00,NORMAL,GROUP__68025__0016,CONTROL,35.0,37.0,34.0,14.0,11.0,7.0,5.0,False
CONTROL__7168__2025010222,7168,2025-01-02 22:00:00,2025-01-02 19:00:00,2025-01-03 01:00:00,NORMAL,GROUP__7168__0012,CONTROL,0.0,0.0,0.0,0.0,0.0,12.0,10.0,False
CONTROL__7168__2025080722,7168,2025-08-07 22:00:00,2025-08-07 19:00:00,2025-08-08 01:00:00,NORMAL,GROUP__7168__0012,CONTROL,334.0,273.0,267.0,214.0,113.0,71.0,41.0,False
CONTROL__7164__2025082202,7164,2025-08-22 02:00:00,2025-08-21 23:00:00,2025-08-22 05:00:00,NORMAL,GROUP__7164__0009,CONTROL,23.0,91.0,74.0,37.0,45.0,99.0,288.0,False
