station_id,Abs PM_x,incident_id,Abs PM_y,dt,dis
T0479-PR,-33.454525,231158,151.206726,04/11/2025 16:47:24,0.023
T0288,-33.455536,231614,151.205093,04/16/2025 10:13:15,0.21
T0289,-33.455235,231614,151.205383,04/16/2025 10:13:15,0.167
T0290,-33.454796,231614,151.205872,04/16/2025 10:13:15,0.1
T0479-PR,-33.454525,231614,151.206726,04/16/2025 10:13:15,0.047
7274,-33.779202,231923,150.814102,04/19/2025 15:55:15,0.114
51235,-33.81551,231756,151.101105,04/17/2025 11:50:51,0.45
7270,-33.793304,231847,151.119659,04/18/2025 10:14:01,0.651
7120,-33.886311,232044,151.217911,04/21/2025 22:45:16,0.055
7121,-33.886032,232044,151.218079,04/21/2025 22:45:16,0.086
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
7153,-33.8651123046875,232317,151.041610717773,04/24/2025 08:35:09,0.179
7112,-33.843338,231136,151.043411,04/11/2025 15:41:36,0.14
7179,-33.817272,231334,150.962784,04/14/2025 10:51:25,0.541
7179,-33.817272,231695,150.962784,04/16/2025 19:59:26,0.193
10011,-33.876652,232619,151.230606,04/26/2025 21:59:09,0.105
7139,-33.876884,232619,151.228683,04/26/2025 21:59:09,0.075
57025,-33.725773,231613,151.219788,04/16/2025 10:10:08,0.466
10011,-33.876652,230746,151.230606,04/08/2025 22:52:45,0.105
7139,-33.876884,230746,151.228683,04/08/2025 22:52:45,0.075
10011,-33.876652,230746,151.230606,04/08/2025 22:52:45,0.105
7139,-33.876884,230746,151.228683,04/08/2025 22:52:45,0.075
7164,-33.81562,231089,150.969238,04/11/2025 12:11:37,0.774
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
7248,-33.906151,231244,151.040207,04/13/2025 00:40:13,0.031
33014,-33.806141,231141,151.17952,04/11/2025 15:53:30,0.696
33014,-33.806141,231141,151.17952,04/11/2025 15:53:30,0.696
33014,-33.806141,231141,151.17952,04/11/2025 15:53:30,0.696
53003,-33.729225,231609,151.122208,04/16/2025 09:37:44,0.25
10011,-33.876652,231592,151.230606,04/16/2025 08:12:03,0.095
7139,-33.876884,231592,151.228683,04/16/2025 08:12:03,0.106
7153,-33.8651123046875,231892,151.041610717773,04/18/2025 19:10:22,0.271
7153,-33.8651123046875,231892,151.041610717773,04/18/2025 19:10:22,0.271
74229,-33.760658,232377,151.07962,04/24/2025 13:47:39,0.017
74229,-33.760658,232377,151.07962,04/24/2025 13:47:39,0.017
7119-PR,-33.817974,232509,150.981827,04/25/2025 15:35:10,0.006
33014,-33.806141,232735,151.17952,04/28/2025 06:28:30,0.818
23067,-33.934475,230880,151.15831,04/09/2025 22:49:05,0.217
23067,-33.934475,230880,151.15831,04/09/2025 22:49:05,0.214
9849,-33.877975,231378,151.093185,04/14/2025 15:27:57,0.097
9849,-33.877975,231711,151.093185,04/17/2025 06:56:41,0.064
9849,-33.877975,231711,151.093185,04/17/2025 06:56:41,0.064
9849,-33.877975,231711,151.093185,04/17/2025 06:56:41,0.064
51235,-33.81551,231973,151.101105,04/20/2025 13:00:52,0.246
9834-PR,-34.033203,231818,151.092529,04/17/2025 19:54:54,0.01
9834-PR,-34.033203,231818,151.092529,04/17/2025 19:54:54,0.01
9834-PR,-34.033203,231818,151.092529,04/17/2025 19:54:54,0.01
9834-PR,-34.033203,231818,151.092529,04/17/2025 19:54:54,0.01
9834-PR,-34.033203,231818,151.092529,04/17/2025 19:54:54,0.01
F3FWY003,-33.560299,231849,151.192551,04/18/2025 10:25:02,0.144
F3FWY003,-33.560299,231849,151.192551,04/18/2025 10:25:02,0.144
F3FWY003,-33.560299,231849,151.192551,04/18/2025 10:25:02,0.144
F3FWY003,-33.560299,231849,151.192551,04/18/2025 10:25:02,0.144
F3FWY003,-33.560299,231849,151.192551,04/18/2025 10:25:02,0.144
7163,-33.865181,232617,151.171997,04/26/2025 21:34:26,0.289
7163,-33.865181,232617,151.171997,04/26/2025 21:34:26,0.289
7163,-33.865181,232617,151.171997,04/26/2025 21:34:26,0.289
7126,-34.035271,232454,151.113007,04/24/2025 18:44:01,0.412
7274,-33.779202,230415,150.814102,04/05/2025 08:39:05,0.347
7163,-33.865181,230351,151.171997,04/04/2025 15:03:39,0.345
7163,-33.865181,230351,151.171997,04/04/2025 15:03:39,0.345
7150,-33.724922,231733,150.977127,04/17/2025 09:22:21,0.73
50240,-33.796436,232913,150.987595,04/29/2025 13:25:13,0.265
F3FWY001,-33.694206,230474,151.121323,04/06/2025 05:30:37,0.198
7132,-33.953056,230712,151.137482,04/08/2025 16:00:02,0.021
7132,-33.953056,230712,151.137482,04/08/2025 16:00:02,0.029
53004,-33.75317,230730,151.151077,04/08/2025 18:27:13,0.793
53004,-33.75317,230730,151.151077,04/08/2025 18:27:13,0.793
53004,-33.75317,230730,151.151077,04/08/2025 18:27:13,0.793
51235,-33.81551,230968,151.101105,04/10/2025 15:21:30,0.21
7179,-33.817272,231359,150.962784,04/14/2025 13:52:37,0.204
74228,-33.723019,231671,151.036606,04/16/2025 16:18:16,0.256
50240,-33.796436,231808,150.987595,04/17/2025 17:20:41,0.594
50250,-33.797592,232028,150.975433,04/21/2025 16:06:32,0.157
50250,-33.797592,232028,150.975433,04/21/2025 16:06:32,0.157
33014,-33.806141,232274,151.17952,04/23/2025 15:48:51,0.595
7163,-33.865181,232506,151.171997,04/25/2025 15:06:35,0.521
66249,-33.869324,232724,150.963486,04/27/2025 19:56:22,0.046
7120,-33.886311,226893,151.217911,03/10/2025 14:24:50,0.458
7121,-33.886032,226893,151.218079,03/10/2025 14:24:50,0.486
7120,-33.886311,226893,151.217911,03/10/2025 14:24:50,0.458
7121,-33.886032,226893,151.218079,03/10/2025 14:24:50,0.486
7161,-33.740406,229878,151.060989,04/02/2025 02:40:20,0.397
T0288,-33.455536,230679,151.205093,04/08/2025 12:04:39,0.231
T0289,-33.455235,230679,151.205383,04/08/2025 12:04:39,0.274
T0290,-33.454796,230679,151.205872,04/08/2025 12:04:39,0.34
T0479-PR,-33.454525,230679,151.206726,04/08/2025 12:04:39,0.414
T0288,-33.455536,230679,151.205093,04/08/2025 12:04:39,0.231
T0289,-33.455235,230679,151.205383,04/08/2025 12:04:39,0.274
T0290,-33.454796,230679,151.205872,04/08/2025 12:04:39,0.34
T0479-PR,-33.454525,230679,151.206726,04/08/2025 12:04:39,0.414
T0288,-33.455536,230679,151.205093,04/08/2025 12:04:39,0.231
T0289,-33.455235,230679,151.205383,04/08/2025 12:04:39,0.274
T0290,-33.454796,230679,151.205872,04/08/2025 12:04:39,0.34
T0479-PR,-33.454525,230679,151.206726,04/08/2025 12:04:39,0.414
7274,-33.779202,230789,150.814102,04/09/2025 09:58:11,0.039
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
68025,-33.816696,231036,150.976623,04/11/2025 08:00:15,0.231
7251,-33.874916,230959,151.155319,04/10/2025 14:38:51,0.649
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
F3FWY005,-33.429348,230836,151.22467,04/09/2025 14:52:31,0.663
23067,-33.934475,232985,151.15831,04/29/2025 21:04:57,0.255
23067,-33.934475,232985,151.15831,04/29/2025 21:04:57,0.255
23067,-33.934475,232985,151.15831,04/29/2025 21:04:57,0.255
23067,-33.934475,232985,151.15831,04/29/2025 21:04:57,0.255
23067,-33.934475,232985,151.15831,04/29/2025 21:04:57,0.255
7270,-33.793304,232988,151.119659,04/29/2025 22:54:19,0.124
23067,-33.934475,233085,151.15831,04/30/2025 17:54:02,0.495
7132,-33.953056,229789,151.137482,04/01/2025 09:20:43,0.914
34016,-33.778187,229843,151.267136,04/01/2025 16:04:22,0.285
34016,-33.778187,229843,151.267136,04/01/2025 16:04:22,0.285
34016,-33.778187,229843,151.267136,04/01/2025 16:04:22,0.091
34016,-33.778187,229843,151.267136,04/01/2025 16:04:22,0.091
7164,-33.81562,230878,150.969238,04/09/2025 21:20:15,0.027
29005,-33.824696,231002,151.093216,04/10/2025 19:18:20,0.172
29005,-33.824696,231002,151.093216,04/10/2025 19:18:20,0.172
7179,-33.817272,231331,150.962784,04/14/2025 10:33:32,0.1
7179,-33.817272,231331,150.962784,04/14/2025 10:33:32,0.063
50240,-33.796436,231407,150.987595,04/14/2025 19:03:31,0.216
9658,-33.79353,231735,151.018829,04/17/2025 09:30:33,0.523
7248,-33.906151,231910,151.040207,04/19/2025 11:54:54,0.073
7248,-33.906151,231910,151.040207,04/19/2025 11:54:54,0.073
7248,-33.906151,231910,151.040207,04/19/2025 11:54:54,0.073
7163,-33.865181,232896,151.171997,04/29/2025 10:55:26,0.127
7163,-33.865181,232896,151.171997,04/29/2025 10:55:26,0.127
9658,-33.79353,232984,151.018829,04/29/2025 20:46:03,0.483
9658,-33.79353,232984,151.018829,04/29/2025 20:46:03,0.483
29005,-33.824696,230611,151.093216,04/07/2025 18:26:53,0.015
29005,-33.824696,230611,151.093216,04/07/2025 18:26:53,0.015
29005,-33.824696,230611,151.093216,04/07/2025 18:26:53,0.015
7179,-33.817272,230695,150.962784,04/08/2025 13:37:21,0.302
53004,-33.75317,231508,151.151077,04/15/2025 14:48:26,0.43
53004,-33.75317,231508,151.151077,04/15/2025 14:48:26,0.43
53004,-33.75317,231508,151.151077,04/15/2025 14:48:26,0.43
33014,-33.806141,232703,151.17952,04/27/2025 15:15:44,0.822
7179,-33.817272,230196,150.962784,04/03/2025 14:59:09,0.211
74230,-33.724735,230290,151.086151,04/04/2025 08:58:57,0.822
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
7112,-33.843338,230513,151.043411,04/06/2025 20:09:01,0.185
50240,-33.796436,230884,150.987595,04/10/2025 02:18:21,0.21
7112,-33.843338,231304,151.043411,04/14/2025 06:35:31,0.225
7112,-33.843338,231304,151.043411,04/14/2025 06:35:31,0.225
23067,-33.934475,231515,151.15831,04/15/2025 15:15:53,0.507
F3FWY001,-33.694206,232066,151.121323,04/22/2025 09:07:51,0.165
F3FWY001,-33.694206,232066,151.121323,04/22/2025 09:07:51,0.165
F3FWY001,-33.694206,232066,151.121323,04/22/2025 09:07:51,0.165
7270,-33.793304,231989,151.119659,04/20/2025 18:24:38,0.652
7179,-33.817272,232246,150.962784,04/23/2025 12:50:28,0.107
7179,-33.817272,232246,150.962784,04/23/2025 12:50:28,0.107
29005,-33.824696,232900,151.093216,04/29/2025 11:12:03,0.316
29005,-33.824696,232900,151.093216,04/29/2025 11:12:03,0.316
7163,-33.865181,228040,151.171997,03/20/2025 12:06:39,0.401
7270,-33.793304,230427,151.119659,04/05/2025 11:00:23,0.72
7163,-33.865181,228040,151.171997,03/20/2025 12:06:39,0.439
7251,-33.874916,230732,151.155319,04/08/2025 18:43:26,0.119
7251,-33.874916,230732,151.155319,04/08/2025 18:43:26,0.119
7251,-33.874916,230732,151.155319,04/08/2025 18:43:26,0.119
7161,-33.740406,230815,151.060989,04/09/2025 13:35:22,0.024
7168,-33.798195,231043,150.897125,04/11/2025 08:26:28,0.138
7168,-33.798195,231043,150.897125,04/11/2025 08:26:28,0.146
68025,-33.816696,231229,150.976623,04/12/2025 17:57:54,0.072
68025,-33.816696,231229,150.976623,04/12/2025 17:57:54,0.072
33014,-33.806141,231404,151.17952,04/14/2025 18:14:19,0.532
7126,-34.035271,231852,151.113007,04/18/2025 11:17:25,0.691
7159,-33.888157,232185,150.922974,04/22/2025 23:22:01,0.358
7159,-33.888157,232185,150.922974,04/22/2025 23:22:01,0.358
74229,-33.760658,232432,151.07962,04/24/2025 15:27:56,0.146
74229,-33.760658,232432,151.07962,04/24/2025 15:27:56,0.146
7248,-33.906151,230100,151.040207,04/03/2025 05:51:32,0.528
7248,-33.906151,230100,151.040207,04/03/2025 05:51:32,0.528
7248,-33.906151,230100,151.040207,04/03/2025 05:51:32,0.528
50260,-33.819763,231394,151.05188,04/14/2025 16:41:08,0.175
50260,-33.819763,231394,151.05188,04/14/2025 16:41:08,0.175
9834-PR,-34.033203,232463,151.092529,04/24/2025 23:42:48,0.332
9834-PR,-34.033203,232463,151.092529,04/24/2025 23:42:48,0.332
7179,-33.817272,232076,150.962784,04/22/2025 10:00:42,0.258
7179,-33.817272,232076,150.962784,04/22/2025 10:00:42,0.258
55049,-33.729507,232952,151.30011,04/29/2025 16:34:10,0.819
22001,-33.825577,230395,151.233261,04/04/2025 19:33:52,0.613
22001,-33.825577,230395,151.233261,04/04/2025 19:33:52,0.619
68025,-33.816696,230277,150.976623,04/04/2025 06:47:08,0.439
7179,-33.817272,230911,150.962784,04/10/2025 08:49:45,0.016
7164,-33.81562,230715,150.969238,04/08/2025 16:33:54,0.022
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.058
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.058
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.049
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.049
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.049
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.049
7274,-33.779202,231252,150.814102,04/13/2025 08:00:55,0.049
7132,-33.953056,231402,151.137482,04/14/2025 17:36:54,0.021
7132,-33.953056,231402,151.137482,04/14/2025 17:36:54,0.054
7132,-33.953056,231402,151.137482,04/14/2025 17:36:54,0.054
F3FWY004,-33.496265,231681,151.187408,04/16/2025 17:07:46,0.129
51235,-33.81551,232302,151.101105,04/24/2025 01:45:44,0.766
7179,-33.817272,232337,150.962784,04/24/2025 10:53:24,0.101
7120,-33.886311,232975,151.217911,04/29/2025 19:19:16,0.113
7121,-33.886032,232975,151.218079,04/29/2025 19:19:16,0.115
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
50240,-33.796436,229859,150.987595,04/01/2025 17:53:44,0.48
50240,-33.796436,229859,150.987595,04/01/2025 17:53:44,0.48
50240,-33.796436,229859,150.987595,04/01/2025 17:53:44,0.48
7163,-33.865181,227935,151.171997,03/19/2025 12:39:42,0.396
50240,-33.796436,230346,150.987595,04/04/2025 14:46:21,0.054
50240,-33.796436,230346,150.987595,04/04/2025 14:46:21,0.054
50240,-33.796436,230346,150.987595,04/04/2025 14:46:21,0.054
50240,-33.796436,230346,150.987595,04/04/2025 14:46:21,0.054
10011,-33.876652,230250,151.230606,04/03/2025 19:43:23,0.473
7139,-33.876884,230250,151.228683,04/03/2025 19:43:23,0.627
F3FWY005,-33.429348,215021,151.22467,11/22/2024 10:22:53,0.335
10011,-33.876652,230436,151.230606,04/05/2025 12:25:08,0.098
7139,-33.876884,230436,151.228683,04/05/2025 12:25:08,0.277
23067,-33.934475,230717,151.15831,04/08/2025 16:42:36,0.222
23067,-33.934475,230717,151.15831,04/08/2025 16:42:36,0.202
51235,-33.81551,230965,151.101105,04/10/2025 15:09:56,0.018
7112,-33.843338,231572,151.043411,04/15/2025 22:30:42,0.339
7184,-33.772957,232015,151.135391,04/21/2025 12:50:43,0.068
7184,-33.772957,232015,151.135391,04/21/2025 12:50:43,0.068
7163,-33.865181,232763,151.171997,04/28/2025 09:32:13,0.441
7163,-33.865181,232763,151.171997,04/28/2025 09:32:13,0.441
7184,-33.772957,230775,151.135391,04/09/2025 08:39:23,0.038
7184,-33.772957,230775,151.135391,04/09/2025 08:39:23,0.049
22001,-33.825577,231160,151.233261,04/11/2025 16:56:54,0.297
22001,-33.825577,231160,151.233261,04/11/2025 16:56:54,0.297
7153,-33.8651123046875,231936,151.041610717773,04/19/2025 19:41:40,0.028
7153,-33.8651123046875,231936,151.041610717773,04/19/2025 19:41:40,0.028
T0337,-33.654926,227982,151.060974,03/19/2025 19:05:07,0.444
T0337,-33.654926,227982,151.060974,03/19/2025 19:05:07,0.444
F3FWY006,-33.395744,230015,151.297058,04/02/2025 14:18:16,0.009
T0337,-33.654926,230159,151.060974,04/03/2025 11:22:12,0.215
33014,-33.806141,230514,151.17952,04/06/2025 20:27:42,0.556
F3FWY002,-33.651676,231424,151.137741,04/15/2025 07:14:10,0.253
9658,-33.79353,231525,151.018829,04/15/2025 15:41:32,0.252
9658,-33.79353,231525,151.018829,04/15/2025 15:41:32,0.252
7168,-33.798195,231925,150.897125,04/19/2025 16:36:03,0.296
9658,-33.79353,231957,151.018829,04/20/2025 08:55:40,0.148
9658,-33.79353,231957,151.018829,04/20/2025 08:55:40,0.148
F3FWY002,-33.651676,232197,151.137741,04/23/2025 05:16:50,0.592
68025,-33.816696,229849,150.976623,04/01/2025 16:40:35,0.335
33014,-33.806141,230116,151.17952,04/03/2025 08:02:21,0.818
7161,-33.740406,230973,151.060989,04/10/2025 15:43:30,0.378
T0288,-33.455536,231158,151.205093,04/11/2025 16:47:24,0.168
T0289,-33.455235,231158,151.205383,04/11/2025 16:47:24,0.126
T0290,-33.454796,231158,151.205872,04/11/2025 16:47:24,0.062
T0479-PR,-33.454525,231158,151.206726,04/11/2025 16:47:24,0.023
T0288,-33.455536,231158,151.205093,04/11/2025 16:47:24,0.168
T0289,-33.455235,231158,151.205383,04/11/2025 16:47:24,0.126
T0290,-33.454796,231158,151.205872,04/11/2025 16:47:24,0.062
T0479-PR,-33.454525,231158,151.206726,04/11/2025 16:47:24,0.023
T0288,-33.455536,231614,151.205093,04/16/2025 10:13:15,0.21
T0289,-33.455235,231614,151.205383,04/16/2025 10:13:15,0.167
T0290,-33.454796,231614,151.205872,04/16/2025 10:13:15,0.1
T0479-PR,-33.454525,231614,151.206726,04/16/2025 10:13:15,0.047
T0288,-33.455536,231614,151.205093,04/16/2025 10:13:15,0.21
T0289,-33.455235,231614,151.205383,04/16/2025 10:13:15,0.167
T0290,-33.454796,231614,151.205872,04/16/2025 10:13:15,0.1
T0479-PR,-33.454525,231614,151.206726,04/16/2025 10:13:15,0.047
7274,-33.779202,231923,150.814102,04/19/2025 15:55:15,0.114
51235,-33.81551,231756,151.101105,04/17/2025 11:50:51,0.45
51235,-33.81551,231756,151.101105,04/17/2025 11:50:51,0.45
7270,-33.793304,231847,151.119659,04/18/2025 10:14:01,0.651
7270,-33.793304,231847,151.119659,04/18/2025 10:14:01,0.651
7120,-33.886311,232044,151.217911,04/21/2025 22:45:16,0.055
7121,-33.886032,232044,151.218079,04/21/2025 22:45:16,0.086
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
F3FWY003,-33.560299,232007,151.192551,04/21/2025 10:43:03,0.364
7153,-33.8651123046875,232317,151.041610717773,04/24/2025 08:35:09,0.179
7153,-33.8651123046875,232317,151.041610717773,04/24/2025 08:35:09,0.179
7153,-33.8651123046875,232317,151.041610717773,04/24/2025 08:35:09,0.179
7112,-33.843338,231136,151.043411,04/11/2025 15:41:36,0.14
7179,-33.817272,231334,150.962784,04/14/2025 10:51:25,0.541
7179,-33.817272,231695,150.962784,04/16/2025 19:59:26,0.193
7179,-33.817272,231695,150.962784,04/16/2025 19:59:26,0.193
57025,-33.725773,231613,151.219788,04/16/2025 10:10:08,0.466
57025,-33.725773,231613,151.219788,04/16/2025 10:10:08,0.466
10011,-33.876652,232619,151.230606,04/26/2025 21:59:09,0.105
7139,-33.876884,232619,151.228683,04/26/2025 21:59:09,0.075
33014,-33.806141,234689,151.17952,05/15/2025 17:15:46,0.574
7251,-33.874916,231514,151.155319,04/15/2025 15:07:05,0.073
7179,-33.817272,236706,150.962784,05/25/2025 14:13:09,0.206
72027,-33.740467,237253,150.984421,05/29/2025 06:10:44,0.239
7179,-33.817272,233309,150.962784,05/02/2025 12:26:15,0.32
7274,-33.779202,233880,150.814102,05/08/2025 05:34:02,0.384
7179,-33.817272,234266,150.962784,05/12/2025 07:22:24,0.075
53004,-33.75317,233941,151.151077,05/08/2025 12:34:17,0.454
7153,-33.8651123046875,234535,151.041610717773,05/14/2025 14:52:06,0.428
7163,-33.865181,234472,151.171997,05/13/2025 20:27:42,0.362
9827,-33.719955,235029,151.298111,05/19/2025 07:10:59,0.589
9658,-33.79353,235819,151.018829,05/21/2025 19:00:57,0.508
72027,-33.740467,235904,150.984421,05/22/2025 08:19:22,0.168
53004,-33.75317,237280,151.151077,05/29/2025 10:20:15,0.418
7179,-33.817272,233118,150.962784,05/01/2025 05:27:46,0.107
F3FWY002,-33.651676,233246,151.137741,05/02/2025 01:16:58,0.516
9658,-33.79353,234074,151.018829,05/09/2025 14:00:20,0.405
53003,-33.729225,234851,151.122208,05/16/2025 18:54:27,0.469
23067,-33.934475,234896,151.15831,05/17/2025 13:29:21,0.387
7120,-33.886311,236582,151.217911,05/24/2025 00:38:27,0.631
7121,-33.886032,236582,151.218079,05/24/2025 00:38:27,0.603
7248,-33.906151,235657,151.040207,05/21/2025 11:00:28,0.291
7112,-33.843338,237136,151.043411,05/28/2025 06:24:07,0.463
53004,-33.75317,237252,151.151077,05/29/2025 04:27:16,0.61
68025,-33.816696,237257,150.976623,05/29/2025 07:12:55,0.436
7112,-33.843338,233229,151.043411,05/01/2025 17:48:59,0.81
53004,-33.75317,233512,151.151077,05/05/2025 07:41:28,0.617
74229,-33.760658,233510,151.07962,05/05/2025 07:20:04,0.249
33014,-33.806141,233532,151.17952,05/05/2025 09:27:29,0.817
7179,-33.817272,233195,150.962784,05/01/2025 13:27:37,0.018
51235,-33.81551,233651,151.101105,05/06/2025 09:20:06,0.523
7112,-33.843338,233859,151.043411,05/07/2025 17:41:38,0.36
7159,-33.888157,234224,150.922974,05/11/2025 13:56:25,0.013
7112,-33.843338,235027,151.043411,05/19/2025 07:07:05,0.083
74230,-33.724735,235018,151.086151,05/19/2025 05:23:42,0.247
68025,-33.816696,236656,150.976623,05/24/2025 17:47:55,0.307
50240,-33.796436,236126,150.987595,05/22/2025 18:52:07,0.436
23067,-33.934475,236411,151.15831,05/23/2025 11:01:26,0.081
9836-PR,-33.819687,236891,151.117416,05/26/2025 16:43:35,0.551
9827,-33.719955,232890,151.298111,04/29/2025 10:20:58,0.097
7112,-33.843338,234586,151.043411,05/15/2025 01:46:10,0.337
51235,-33.81551,235801,151.101105,05/21/2025 17:49:18,0.272
7270,-33.793304,237247,151.119659,05/28/2025 20:53:47,0.651
7179,-33.817272,237431,150.962784,05/30/2025 14:45:14,0.695
7112,-33.843338,233827,151.043411,05/07/2025 14:42:09,0.922
7120,-33.886311,236842,151.217911,05/26/2025 13:54:20,0.178
7121,-33.886032,236842,151.218079,05/26/2025 13:54:20,0.211
51235,-33.81551,237142,151.101105,05/28/2025 07:27:32,0.499
10011,-33.876652,234169,151.230606,05/10/2025 15:52:37,0.114
7139,-33.876884,234169,151.228683,05/10/2025 15:52:37,0.292
50240,-33.796436,234192,150.987595,05/10/2025 22:42:47,0.067
7163,-33.865181,234913,151.171997,05/17/2025 17:32:32,0.521
7159,-33.888157,234922,150.922974,05/17/2025 20:39:19,0.013
F3FWY002,-33.651676,234451,151.137741,05/13/2025 17:00:26,0.58
10011,-33.876652,234658,151.230606,05/15/2025 14:45:03,0.654
7139,-33.876884,234658,151.228683,05/15/2025 14:45:03,0.812
33014,-33.806141,236617,151.17952,05/24/2025 09:42:31,0.673
7159,-33.888157,237404,150.922974,05/30/2025 11:37:52,0.507
57025,-33.725773,233269,151.219788,05/02/2025 07:48:05,0.305
7119-PR,-33.817974,233706,150.981827,05/06/2025 14:50:01,0.042
7275,-33.894714,233476,151.110962,05/04/2025 13:57:04,0.003
7270,-33.793304,233661,151.119659,05/06/2025 09:42:11,0.021
7112,-33.843338,233758,151.043411,05/07/2025 04:29:00,0.138
23067,-33.934475,234742,151.15831,05/16/2025 07:58:10,0.237
7179,-33.817272,234653,150.962784,05/15/2025 14:09:21,0.238
7161,-33.740406,234788,151.060989,05/16/2025 12:39:12,0.024
9827,-33.719955,236290,151.298111,05/23/2025 08:23:40,0.576
51235,-33.81551,236589,151.101105,05/24/2025 06:25:40,0.268
32029,-33.821175,236939,151.149902,05/26/2025 19:39:16,0.192
22001,-33.825577,237222,151.233261,05/28/2025 16:14:54,0.018
F3FWY003,-33.560299,237090,151.192551,05/27/2025 15:47:18,0.152
7179,-33.817272,233742,150.962784,05/06/2025 20:01:54,0.101
7112,-33.843338,233833,151.043411,05/07/2025 15:37:12,0.125
F3FWY003,-33.560299,235012,151.192551,05/19/2025 04:38:15,0.483
7179,-33.817272,233587,150.962784,05/05/2025 16:53:59,0.569
7179,-33.817272,233485,150.962784,05/04/2025 17:14:22,0.191
7161,-33.740406,233547,151.060989,05/05/2025 11:50:36,0.253
7168,-33.798195,233846,150.897125,05/07/2025 16:48:05,0.097
